ticker,filed,tradable_date,form,items,acceptance_datetime_utc,primary_document,ex99_1_document,periodic_filing_form,periodic_filing_date,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,llm_confidence,semantic_char_count,semantic_element_count,table_count,edgartools_available,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,quality_flags,quality_ok,json_path,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
NVDA,2021-02-24,2021-02-25,8-K,"2.02,9.01",2021-02-24T16:22:27.000Z,nvda-20210224.htm,q4fy21pr.htm,10-K,2021-02-26,4,medium,1,1,3,0,1,5.9364,scored,,in_session_llm_json,0.9,22136,47,12,True,6,6,6,3,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2021-02-24_8-K_0001045810-21-000007.json,14.045500,-17.4593,-5.0141,-7.8121,10.1990,11.7796
NVDA,2021-05-26,2021-05-27,8-K,"2.02,9.01",2021-05-26T16:20:35.000Z,nvda-20210526.htm,q1fy22pr.htm,10-Q,2021-05-26,7,high,2,2,3,0,0,11.2878,scored,,in_session_llm_json,0.9,23086,44,10,True,6,6,6,3,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2021-05-26_8-K_0001045810-21-000063.json,15.699750,12.2247,13.4429,27.2950,22.8937,41.4863
NVDA,2021-08-18,2021-08-19,8-K,"2.02,9.01",2021-08-18T16:21:07.000Z,nvda-20210818.htm,q2fy22pr.htm,10-Q,2021-08-20,4,medium,1,1,3,0,1,4.5028,scored,,in_session_llm_json,0.9,22206,45,10,True,6,6,6,4,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2021-08-18_8-K_0001045810-21-000128.json,19.493999,16.3845,14.5942,8.3051,13.9941,50.1026
NVDA,2021-11-17,2021-11-18,8-K,"2.02,9.01",2021-11-17T16:20:59.000Z,nvda-20211117.htm,q3fy22pr.htm,10-Q,2021-11-22,4,medium,1,1,3,0,1,4.1813,scored,,in_session_llm_json,0.9,23875,53,10,True,6,6,6,4,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2021-11-17_8-K_0001045810-21-000160.json,32.367001,3.1174,-1.6715,-14.3603,-19.9710,-18.0925
NVDA,2022-02-16,2022-02-17,8-K,"2.02,9.01",2022-02-16T16:21:16.000Z,nvda-20220216.htm,q4fy22pr.htm,10-K,2022-03-18,4,medium,1,1,3,0,1,5.9793,scored,,in_session_llm_json,0.9,22665,53,12,True,6,6,6,5,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2022-02-16_8-K_0001045810-22-000008.json,25.629999,-4.8576,-10.2068,4.3075,-15.0097,-33.9134
NVDA,2022-05-25,2022-05-26,8-K,"2.02,9.01",2022-05-25T16:22:25.000Z,nvda-20220525.htm,q1fy23pr.htm,10-Q,2022-05-27,3,low,-2,1,3,1,0,-2.2683,scored,,in_session_llm_json,0.9,22091,46,10,True,6,6,6,5,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2022-05-25_8-K_0001045810-22-000073.json,16.035999,17.1489,3.0619,5.1946,6.1611,7.3959
NVDA,2022-08-08,2022-08-09,8-K,"2.02,9.01",2022-08-08T09:16:50.000Z,nvda-20220808.htm,pressrelease.htm,10-Q,2022-08-31,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,in_session_llm_json,0.65,10721,23,4,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2022-08-08_8-K_0001045810-22-000133.json,17.252001,3.4605,-8.4106,-18.9080,-32.3557,-17.1053
NVDA,2022-08-24,2022-08-25,8-K,"2.02,9.01",2022-08-24T16:24:34.000Z,nvda-20220824.htm,q2fy23pr.htm,10-Q,2022-08-31,0,avoid,-2,0,2,1,1,-11.9928,scored,,in_session_llm_json,0.9,21458,45,10,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2022-08-24_8-K_0001045810-22-000136.json,16.844000,-20.0606,-22.0613,-27.4044,-25.2019,-1.9295
NVDA,2022-11-16,2022-11-17,8-K,"2.02,9.01",2022-11-16T16:21:18.000Z,nvda-20221116.htm,q3fy23pr.htm,10-Q,2022-11-18,2,low,1,-1,2,1,1,1.1634,scored,,in_session_llm_json,0.9,23399,45,10,True,6,6,6,5,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2022-11-16_8-K_0001045810-22-000163.json,15.715000,0.7127,2.5772,3.4298,12.6440,44.8552
NVDA,2023-02-22,2023-02-23,8-K,"2.02,9.01",2023-02-22T16:52:26.000Z,nvda-20230222.htm,q4fy23pr.htm,10-K,2023-02-24,3,low,1,-1,2,1,0,7.4203,scored,,in_session_llm_json,0.9,22826,52,12,True,6,6,6,4,,True,Growth/earnings_8k_sec_parser/NVDA/json/NVDA_2023-02-22_8-K_0001045810-23-000014.json,23.440001,0.4863,3.3618,13.1869,15.3669,30.2816
