quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons
2022Q4,A,1090872,ok,1,2022-11-21,0001090872-22-000020,a-20221121.htm,exhibit991-q422pressrelease.htm,1,10-K,2022-12-21,0001090872-22-000026,a-20221031.htm,1,1,True,True,True,,ready
2022Q4,AAP,1158449,ok,1,2022-11-15,0001158449-22-000265,aap-20221115.htm,aap_exhibit991xq3x2022.htm,1,10-Q,2022-11-16,0001158449-22-000268,aap-20221008.htm,1,1,True,True,True,,ready
2022Q4,AAT,1500217,ok,1,2022-10-25,0001500217-22-000122,aat-20221025.htm,a3q22earningsreleaseng.htm,1,10-Q,2022-10-28,0001500217-22-000125,aat-20220930.htm,1,1,True,True,True,,ready
2022Q4,ABG,1144980,ok,1,2022-10-27,0001144980-22-000155,abg-20221027.htm,a2022q3ex991.htm,1,10-Q,2022-10-28,0001144980-22-000158,abg-20220930.htm,1,1,True,True,True,,ready
2022Q4,ABM,771497,ok,1,2022-12-13,0001104659-22-126607,tm2232500d1_8k.htm,tm2232500d1_ex99-1.htm,1,10-K,2022-12-21,0000771497-22-000028,abm-20221031.htm,1,1,True,True,True,,ready
2022Q4,ABNB,1559720,ok,1,2022-11-01,0001193125-22-274904,d408297d8k.htm,d408297dex991.htm,1,10-Q,2022-11-03,0001559720-22-000019,abnb-20220930.htm,1,1,True,True,True,,ready
2022Q4,ACA,1739445,ok,1,2022-11-02,0001739445-22-000127,aca-20221102.htm,exh991earningsrelease93020.htm,1,10-Q,2022-11-03,0001739445-22-000129,aca-20220930.htm,1,1,True,True,True,,ready
2022Q4,ACAD,1070494,ok,1,2022-11-02,0000950170-22-021222,acad-20221102.htm,acad-ex99_1.htm,1,10-Q,2022-11-03,0000950170-22-021438,acad-20220930.htm,1,1,True,True,True,,ready
2022Q4,ACCO,712034,ok,2,2022-10-13;2022-11-07,0000950170-22-019529;0000950170-22-022635,acco-20221013.htm;acco-20221107.htm,acco-ex99_1.htm;acco-ex99_1.htm,2,10-Q,2022-11-08,0000950170-22-023038,acco-20220930.htm,2,2,True,True,True,,ready
2022Q4,ACDC,0001881487,ok,2,2022-11-14;2022-11-14,0001193125-22-283782;0001564590-22-037438,d407482d8k.htm;pfhc-8k_20221110.htm,d407482dex992.htm;d407482dex993.htm;d391786dex991.htm,3,10-Q,2022-11-14,0001564590-22-037639,pfhc-10q_20220930.htm,2,3,True,True,True,,ready
