quarter,ticker,cik,asof_date
2025Q4,A,1090872,2025-11-24
2025Q4,AAP,1158449,2025-10-30
2025Q4,AAT,1500217,2025-10-28
2025Q4,ABG,1144980,2025-10-28
2025Q4,ABM,771497,2025-12-17
2025Q4,ABNB,1559720,2025-11-06
2025Q4,ACA,1739445,2025-10-30
2025Q4,ACAD,1070494,2025-11-05
2025Q4,ACCO,712034,2025-10-30
2025Q4,ACDC,0001881487,2025-11-10
2025Q4,ACGL,947484,2025-10-27
2025Q4,ACH,75252,2025-10-30
2025Q4,ACIW,935036,2025-11-06
2025Q4,ACLS,1113232,2025-11-04
2025Q4,ACT,1823529,2025-11-05
2025Q4,ACVA,1637873,2025-11-05
2025Q4,ADBE,796343,2025-12-10
2025Q4,ADEA,1803696,2025-11-03
2025Q4,ADI,6281,2025-11-25
2025Q4,ADNT,1670541,2025-11-05
2025Q4,ADSK,769397,2025-11-25
2025Q4,ADTN,926282,2025-11-04
2025Q4,ADUS,1468328,2025-11-03
2025Q4,ADV,1776661,2025-11-06
2025Q4,AEE,1002910,2025-11-05
2025Q4,AEIS,927003,2025-11-04
2025Q4,AEO,919012,2025-12-02
2025Q4,AEP,4904,2025-10-29
2025Q4,AES,874761,2025-11-04
2025Q4,AESI,0001984060,2025-11-03
2025Q4,AFL,4977,2025-11-04
2025Q4,AFRM,1820953,2025-11-06
2025Q4,AGX,100591,2025-12-04
2025Q4,AGYS,78749,2025-10-27
2025Q4,AHCO,1725255,2025-11-04
2025Q4,AHR,1632970,2025-11-06
2025Q4,AHRT,1569187,2025-11-03
2025Q4,AI,1577526,2025-12-03
2025Q4,AIOT,1774170,2025-11-10
2025Q4,AJG,354190,2025-10-30
2025Q4,AKAM,1086222,2025-11-06
2025Q4,ALB,915913,2025-11-05
2025Q4,ALG,897077,2025-11-06
2025Q4,ALGM,866291,2025-10-30
2025Q4,ALGN,1097149,2025-10-29
2025Q4,ALGT,1362468,2025-11-04
2025Q4,ALKS,1520262,2025-10-22
2025Q4,ALLE,1579241,2025-10-23
2025Q4,ALRM,1459200,2025-11-06
2025Q4,ALTG,1759824,2025-11-06
2025Q4,AMC,1411579,2025-11-05
2025Q4,AMCX,1514991,2025-11-07
2025Q4,AMD,2488,2025-11-04
2025Q4,AME,1037868,2025-10-30
2025Q4,AMGN,318154,2025-11-04
2025Q4,AMKR,1047127,2025-10-27
2025Q4,AMN,1142750,2025-11-06
2025Q4,AMPH,1297184,2025-11-06
2025Q4,AMR,1704715,2025-11-06
2025Q4,AMRX,1723128,2025-10-30
2025Q4,AMT,1053507,2025-10-28
2025Q4,AMWD,794619,2025-11-25
2025Q4,ANDE,821026,2025-11-04
2025Q4,ANET,1596532,2025-11-04
2025Q4,ANF,1018840,2025-11-26
2025Q4,ANGI,1705110,2025-11-04
2025Q4,ANGO,1275187,2025-10-02
2025Q4,AON,315293,2025-10-31
2025Q4,AOS,91142,2025-10-28
2025Q4,AOSL,1387467,2025-11-05
2025Q4,APAM,1517302,2025-10-28
2025Q4,APD,2969,2025-11-06
2025Q4,APEI,1201792,2025-10-14
2025Q4,APH,820313,2025-10-22
2025Q4,APLE,1418121,2025-11-03
2025Q4,APO,0001858681,2025-10-02
2025Q4,APP,1751008,2025-11-05
2025Q4,APPF,1433195,2025-10-30
2025Q4,APPN,1441683,2025-11-06
2025Q4,APTV,1521332,2025-10-30
2025Q4,ARCB,894405,2025-11-05
2025Q4,ARES,1176948,2025-11-03
