quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons
2022Q3,A,1090872,ok,1,2022-08-16,0001090872-22-000014,a-20220816.htm,exhibit991-q322pressrelease.htm,1,10-Q,2022-09-01,0001090872-22-000017,a-20220731.htm,1,1,True,True,True,,ready
2022Q3,AAP,1158449,ok,1,2022-08-23,0001158449-22-000229,aap-20220823.htm,aap_exhibit991xq2x2022.htm,1,10-Q,2022-08-24,0001158449-22-000235,aap-20220716.htm,1,1,True,True,True,,ready
2022Q3,AAT,1500217,ok,1,2022-07-26,0001500217-22-000082,aat-20220726.htm,a2q22earningsreleaseng.htm,1,10-Q,2022-07-29,0001500217-22-000084,aat-20220630.htm,1,1,True,True,True,,ready
2022Q3,ABG,1144980,ok,1,2022-07-28,0001144980-22-000139,abg-20220728.htm,a2022q2ex991.htm,1,10-Q,2022-07-28,0001144980-22-000142,abg-20220630.htm,1,1,True,True,True,,ready
2022Q3,ABM,771497,ok,1,2022-09-09,0001104659-22-098676,tm2225473d1_8k.htm,tm2225473d1_ex99-1.htm;tm2225473d1_ex99-2.htm,2,10-Q,2022-09-09,0000771497-22-000021,abm-20220731.htm,1,1,True,True,True,earnings_exhibit:exhibit_not_earnings_like,ready
2022Q3,ABNB,1559720,ok,1,2022-08-02,0001193125-22-210001,d353427d8k.htm,d353427dex991.htm,1,10-Q,2022-08-03,0001559720-22-000012,abnb-20220630.htm,1,1,True,True,True,,ready
2022Q3,ACA,1739445,ok,1,2022-08-03,0001739445-22-000102,aca-20220803.htm,exh991earningsrelease63020.htm,1,10-Q,2022-08-04,0001739445-22-000105,aca-20220630.htm,1,1,True,True,True,,ready
2022Q3,ACAD,1070494,ok,1,2022-08-08,0000950170-22-015527,acad-20220808.htm,acad-ex99_1.htm,1,10-Q,2022-08-09,0000950170-22-015642,acad-20220630.htm,1,1,True,True,True,,ready
2022Q3,ACCO,712034,ok,1,2022-08-08,0000950170-22-015604,acco-20220808.htm,acco-ex99_1.htm,1,10-Q,2022-08-09,0000950170-22-015838,acco-20220630.htm,1,1,True,True,True,,ready
2022Q3,ACDC,0001881487,ok,1,2022-08-12,0001564590-22-029194,pfhc-8k_20220811.htm,d320698dex991.htm,1,10-Q,2022-08-15,0001564590-22-029518,pfhc-10q_20220630.htm,1,1,True,True,True,,ready
2022Q3,ACGL,947484,ok,1,2022-07-27,0000947484-22-000049,acgl-20220727.htm,ex-991release63022.htm;ex-992supplement63022.htm,2,10-Q,2022-08-03,0000947484-22-000060,acgl-20220630.htm,1,2,True,True,True,,ready
2022Q3,ACH,75252,ok,1,2022-08-03,0000075252-22-000047,omi-20220803.htm,a2q228kprearnings.htm;omi_2q22supplementalearn.htm,2,10-Q,2022-08-03,0000075252-22-000050,omi-20220630.htm,1,2,True,True,True,,ready
2022Q3,ACIW,935036,ok,1,2022-08-04,0000935036-22-000025,aciw-20220804.htm,aciw-20220802_ex992.htm,1,10-Q,2022-08-04,0000935036-22-000027,aciw-20220630.htm,1,1,True,True,True,,ready
2022Q3,ACLS,1113232,ok,1,2022-08-03,0001104659-22-085626,tm2222388d1_8k.htm,tm2222388d1_ex99-1.htm,1,10-Q,2022-08-04,0001558370-22-012118,acls-20220630x10q.htm,1,1,True,True,True,,ready
2022Q3,ACT,1823529,ok,1,2022-08-01,0001823529-22-000160,act-20220801.htm,a2q22earningsrelease.htm,1,10-Q,2022-08-04,0001823529-22-000164,act-20220630.htm,1,1,True,True,True,,ready
2022Q3,ACVA,1637873,ok,1,2022-08-10,0000950170-22-016461,acva-20220810.htm,acva-ex99_1.htm,1,10-Q,2022-08-10,0000950170-22-016519,acva-20220630.htm,1,1,True,True,True,,ready
2022Q3,ADBE,796343,ok,1,2022-09-15,0000796343-22-000183,adbe-20220915.htm,adbeex991q322.htm,1,10-Q,2022-09-28,0000796343-22-000196,adbe-20220902.htm,1,1,True,True,True,,ready
2022Q3,ADEA,1803696,ok,1,2022-08-08,0000950170-22-015545,xper-20220808.htm,xper-ex99_1.htm,1,10-Q,2022-08-08,0000950170-22-015562,xper-20220630.htm,1,1,True,True,True,,ready
2022Q3,ADI,6281,ok,1,2022-08-17,0000006281-22-000222,adi-20220817.htm,adi3q22exhibit991earnings.htm,1,10-Q,2022-08-17,0000006281-22-000224,adi-20220730.htm,1,1,True,True,True,,ready
2022Q3,ADNT,1670541,ok,1,2022-08-05,0001670541-22-000074,adnt-20220805.htm,a08052022adientform8-kex991.htm,1,10-Q,2022-08-05,0001670541-22-000076,adnt-20220630.htm,1,1,True,True,True,,ready
2022Q3,ADSK,769397,ok,1,2022-08-24,0000769397-22-000118,adsk-20220824.htm,q223pressrelease.htm,1,10-Q,2022-08-31,0000769397-22-000123,adsk-20220731.htm,1,1,True,True,True,,ready
2022Q3,ADTN,926282,ok,1,2022-08-04,0000950170-22-014476,adtn-20220804.htm,adtn-ex99_1.htm,1,10-Q,2022-08-05,0000950170-22-015058,adtn-20220630.htm,1,1,True,True,True,,ready
2022Q3,ADUS,1468328,ok,1,2022-08-01,0001193125-22-208731,d300943d8k.htm,d300943dex991.htm,1,10-Q,2022-08-02,0001564590-22-027470,adus-10q_20220630.htm,1,1,True,True,True,,ready
2022Q3,ADV,1776661,ok,1,2022-08-09,0000947871-22-000839,ss1225567_8k.htm,ss1225567_ex9901.htm;ss1225567_ex9902.htm,2,10-Q,2022-08-09,0000950170-22-016038,adv-20220630.htm,1,2,True,True,True,,ready
2022Q3,AEE,1002910,ok,1,2022-08-04,0001628280-22-021112,aee-20220804.htm,q22022ex991earningsrelease.htm;q22022ex992earningsrelease.htm,2,10-Q,2022-08-08,0001002910-22-000072,aee-20220630.htm,1,2,True,True,True,,ready
2022Q3,AEIS,927003,ok,1,2022-08-03,0001558370-22-011873,aeis-20220728x8k.htm,aeis-20220728xex99d1.htm,1,10-Q,2022-08-03,0001558370-22-011897,aeis-20220630x10q.htm,1,1,True,True,True,,ready
2022Q3,AEO,919012,ok,1,2022-09-07,0000950170-22-018192,aeo-20220907.htm,aeo-ex99_1.htm,1,10-Q,2022-09-07,0000950170-22-018194,aeo-20220730.htm,1,1,True,True,True,,ready
2022Q3,AEP,4904,ok,1,2022-07-27,0000004904-22-000073,aep-20220727.htm,a2q20228kpressreleaseex991.htm,1,10-Q,2022-07-27,0000004904-22-000074,aep-20220630.htm,1,1,True,True,True,,ready
2022Q3,AES,874761,ok,1,2022-08-05,0000874761-22-000067,aes-20220805.htm,q22022earningsreleaseexs.htm,1,10-Q,2022-08-04,0000874761-22-000064,aes-20220630.htm,1,1,True,True,True,,ready
2022Q3,AESI,0001984060,ok,0,,,,,0,,,,,0,0,False,False,False,,missing_8k_item_202;missing_10q_10k_before_or_in_qtr;earnings_docs_not_ready;periodic_doc_not_ready
2022Q3,AFL,4977,ok,1,2022-08-01,0000004977-22-000121,afl-20220801.htm,aflex991-q22022.htm;aflex993maxteleconferences.htm;aflex994-q22022.htm,3,10-Q,2022-08-02,0000004977-22-000125,afl-20220630.htm,1,2,True,True,True,earnings_exhibit:earnings_exhibit_too_short;earnings_exhibit:exhibit_not_earnings_like,ready
2022Q3,AFRM,1820953,ok,1,2022-08-25,0001628280-22-023692,afrm-20220823.htm,affirm_q422earningsrelease.htm,1,10-K,2022-08-29,0001628280-22-023828,afrm-20220630.htm,1,1,True,True,True,,ready
