quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons
2022Q1,A,1090872,ok,1,2022-02-22,0001090872-22-000005,a-20220222.htm,exhibit991-q122pressrelease.htm,1,10-Q,2022-03-03,0001090872-22-000007,a-20220131.htm,1,1,True,True,True,,ready
2022Q1,AAP,1158449,ok,1,2022-02-14,0001158449-22-000033,aap-20220214.htm,aap_exhibit991xq4x2021.htm,1,10-K,2022-02-15,0001158449-22-000037,aap-20220101.htm,1,1,True,True,True,,ready
2022Q1,AAT,1500217,ok,1,2022-02-08,0001500217-22-000008,aat-20220208.htm,a4q21earningsreleaseng1.htm,1,10-K,2022-02-11,0001500217-22-000011,aat-20211231.htm,1,1,True,True,True,,ready
2022Q1,ABG,1144980,ok,1,2022-02-15,0001144980-22-000038,abg-20220215.htm,a2021q4ex991.htm,1,10-K,2022-03-01,0001144980-22-000079,abg-20211231.htm,1,1,True,True,True,,ready
2022Q1,ABM,771497,ok,1,2022-03-08,0001104659-22-031508,tm228626d1_8k.htm,tm228626d1_ex99-1.htm,1,10-Q,2022-03-09,0000771497-22-000004,abm-20220131.htm,1,1,True,True,True,,ready
2022Q1,ABNB,1559720,ok,1,2022-02-15,0001193125-22-043371,d251410d8k.htm,d251410dex991.htm,1,10-K,2022-02-25,0001559720-22-000006,abnb-20211231.htm,1,1,True,True,True,,ready
2022Q1,ACA,1739445,ok,1,2022-02-23,0001739445-22-000010,aca-20220223.htm,exh991earningsrelease12312.htm,1,10-K,2022-02-24,0001739445-22-000012,aca-20211231.htm,1,1,True,True,True,,ready
2022Q1,ACAD,1070494,ok,1,2022-02-28,0000950170-22-002291,acad-20220228.htm,acad-ex99_1.htm,1,10-K,2022-03-01,0000950170-22-002392,acad-20211231.htm,1,1,True,True,True,,ready
2022Q1,ACCO,712034,ok,1,2022-02-15,0000712034-22-000003,abd-20220215.htm,a2021-q4ex991pr.htm,1,10-K,2022-02-23,0000712034-22-000009,abd-20211231.htm,1,1,True,True,True,,ready
2022Q1,ACDC,0001881487,ok,0,,,,,0,,,,,0,0,False,False,False,,missing_8k_item_202;missing_10q_10k_before_or_in_qtr;earnings_docs_not_ready;periodic_doc_not_ready
2022Q1,ACGL,947484,ok,1,2022-02-09,0000947484-22-000006,acgl-20220209.htm,ex-991release123121.htm;ex-992supplement123121.htm,2,10-K,2022-02-25,0000947484-22-000015,acgl-20211231.htm,1,2,True,True,True,,ready
2022Q1,ACH,75252,ok,1,2022-02-23,0000075252-22-000005,omi-20220223.htm,a4q21pressreleaseearnings.htm,1,10-K,2022-02-23,0000075252-22-000009,omi-20211231.htm,1,1,True,True,True,,ready
2022Q1,ACIW,935036,ok,1,2022-02-24,0000935036-22-000007,aciw-20220224.htm,aciw-20220224ex991.htm,1,10-K,2022-02-24,0000935036-22-000010,aciw-20211231.htm,1,1,True,True,True,,ready
2022Q1,ACLS,1113232,ok,1,2022-02-07,0001104659-22-012797,tm225610d1_8k.htm,tm225610d1_ex99-1.htm,1,10-K,2022-02-25,0001558370-22-002096,acls-20211231x10k.htm,1,1,True,True,True,,ready
2022Q1,ACT,1823529,ok,1,2022-02-01,0001823529-22-000016,act-20220201.htm,a4q21earningsrelease.htm,1,10-K,2022-02-28,0001823529-22-000038,act-20211231.htm,1,1,True,True,True,,ready
2022Q1,ACVA,1637873,ok,1,2022-02-16,0000950170-22-001351,acva-20220216.htm,acva-ex99_1.htm,1,10-K,2022-02-23,0000950170-22-001792,acva-20211231.htm,1,1,True,True,True,,ready
2022Q1,ADBE,796343,ok,1,2022-03-22,0000796343-22-000087,adbe-20220322.htm,adbeex991q122.htm,1,10-Q,2022-03-30,0000796343-22-000099,adbe-20220304.htm,1,1,True,True,True,,ready
2022Q1,ADEA,1803696,ok,1,2022-02-23,0001564590-22-006252,xper-8k_20220223.htm,xper-ex991_6.htm,1,10-K,2022-02-24,0001564590-22-006778,xper-10k_20211231.htm,1,1,True,True,True,,ready
2022Q1,ADI,6281,ok,1,2022-02-16,0000006281-22-000019,adi-20220215.htm,adi1q22exhibit992earnings.htm,1,10-Q,2022-02-16,0000006281-22-000020,adi-20220129.htm,1,1,True,True,True,,ready
2022Q1,ADNT,1670541,ok,1,2022-02-04,0001670541-22-000006,adnt-20220204.htm,a02042022adientform8-kex991.htm,1,10-Q,2022-02-04,0001670541-22-000008,adnt-20211231.htm,1,1,True,True,True,,ready
2022Q1,ADSK,769397,ok,1,2022-02-24,0000769397-22-000013,adsk-20220224.htm,q422pressrelease.htm,1,10-K,2022-03-14,0000769397-22-000019,adsk-20220131.htm,1,1,True,True,True,,ready
2022Q1,ADTN,926282,ok,1,2022-02-03,0000950170-22-000705,adtn-20220202.htm,adtn-ex99_1.htm,1,10-K,2022-02-25,0000950170-22-002054,adtn-20211231.htm,1,1,True,True,True,,ready
2022Q1,ADUS,1468328,ok,1,2022-02-24,0001193125-22-052191,d97438d8k.htm,d97438dex991.htm,1,10-K,2022-02-25,0001564590-22-007171,adus-10k_20211231.htm,1,1,True,True,True,,ready
2022Q1,ADV,1776661,ok,1,2022-03-01,0000947871-22-000311,ss832426_8k.htm,ss832426_ex9901.htm;ss832426_ex9902.htm;ss832426_ex9903.htm,3,10-K,2022-03-01,0000950170-22-002524,adv-20211231.htm,1,2,True,True,True,earnings_exhibit:exhibit_not_earnings_like,ready
2022Q1,AEE,1002910,ok,1,2022-02-17,0001002910-22-000036,aee-20220217.htm,q12020ex992earningsrelease.htm;q42021ex991earningsrelease.htm,2,10-K,2022-02-23,0001002910-22-000038,aee-20211231.htm,1,2,True,True,True,,ready
2022Q1,AEIS,927003,ok,1,2022-02-09,0001558370-22-000944,aeis-20220209x8k.htm,aeis-20220209xex99d1.htm,1,10-K,2022-03-16,0001558370-22-003725,aeis-20211231x10k.htm,1,1,True,True,True,,ready
2022Q1,AEO,919012,ok,1,2022-03-02,0000950170-22-002692,aeo-20220302.htm,aeo-ex99_1.htm,1,10-K,2022-03-14,0000950170-22-003587,aeo-20220129.htm,1,1,True,True,True,,ready
2022Q1,AEP,4904,ok,1,2022-02-24,0000004904-22-000022,aep-20220224.htm,a4q20218kpressreleaseex991.htm,1,10-K,2022-02-24,0000004904-22-000024,aep-20211231.htm,1,1,True,True,True,,ready
2022Q1,AES,874761,ok,1,2022-02-25,0000874761-22-000012,aes-20220224.htm,q42021earningsreleaseexs.htm,1,10-K,2022-02-28,0000874761-22-000022,aes-20211231.htm,1,1,True,True,True,,ready
2022Q1,AESI,0001984060,ok,0,,,,,0,,,,,0,0,False,False,False,,missing_8k_item_202;missing_10q_10k_before_or_in_qtr;earnings_docs_not_ready;periodic_doc_not_ready
2022Q1,AFL,4977,ok,1,2022-02-02,0000004977-22-000005,afl-20220202.htm,aflex991-q42021.htm,1,10-K,2022-02-23,0000004977-22-000058,afl-20211231.htm,1,1,True,True,True,,ready
2022Q1,AFRM,1820953,ok,1,2022-02-10,0001820953-22-000002,afrm-20220210.htm,affirm_q222earningsrelease.htm,1,10-Q,2022-02-14,0001820953-22-000005,afrm-20211231.htm,1,1,True,True,True,,ready
2022Q1,AGX,100591,ok,0,,,,,0,10-Q,2021-12-08,0001558370-21-016622,agx-20211031x10q.htm,0,0,True,False,True,,missing_8k_item_202;earnings_docs_not_ready
2022Q1,AGYS,78749,ok,1,2022-01-25,0001564590-22-002320,agys-8k_20220125.htm,agys-ex991_6.htm,1,10-Q,2022-01-27,0001564590-22-002659,agys-10q_20211231.htm,1,1,True,True,True,,ready
2022Q1,AHCO,1725255,ok,1,2022-02-24,0001104659-22-026334,tm227451d1_8k.htm,tm227451d1_ex99-1.htm,1,10-K,2022-03-01,0001558370-22-002603,ahco-20211231x10k.htm,1,1,True,True,True,,ready
2022Q1,AHR,1632970,ok,0,,,,,0,10-K,2022-03-25,0001632970-22-000020,ahr-20211231.htm,0,0,True,False,True,,missing_8k_item_202;earnings_docs_not_ready
2022Q1,AHRT,1569187,ok,1,2022-02-10,0001569187-22-000002,ahh-20220210.htm,ex992_ahh2021supplementa.htm;ex993_2022guidancexdeck.htm;q4_2021ex991earningsrelease.htm,3,10-K,2022-02-24,0001569187-22-000008,ahh-20211231.htm,1,3,True,True,True,,ready
2022Q1,AI,1577526,ok,1,2022-03-02,0001628280-22-004683,ai-20220225.htm,ex991-fy22xq3earnings.htm,1,10-Q,2022-03-03,0001628280-22-004786,ai-20220131.htm,1,1,True,True,True,,ready
2022Q1,AIOT,1774170,ok,1,2022-03-09,0001493152-22-006347,form8-k.htm,ex99-1.htm,1,10-K,2022-03-16,0001493152-22-007009,form10-k.htm,1,1,True,True,True,,ready
2022Q1,AJG,354190,ok,1,2022-01-27,0001193125-22-019972,d230227d8k.htm,d230227dex991.htm,1,10-K,2022-02-18,0001564590-22-005714,ajg-10k_20211231.htm,1,1,True,True,True,,ready
2022Q1,AKAM,1086222,ok,1,2022-02-15,0001086222-22-000011,akam-20220215.htm,exhibit991-q42021.htm;exhibit992-q42021.htm,2,10-K,2022-02-28,0001086222-22-000058,akam-20211231.htm,1,2,True,True,True,,ready
