quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons,elapsed_seconds
2025Q1,A,1090872,ok,1,2025-02-26,0001090872-25-000003,a-20250226.htm,exhibit991-q125pressrelease.htm,1,10-Q,2025-03-03,0001090872-25-000008,a-20250131.htm,1,1,True,True,True,,ready,2.69
2025Q1,AAP,1158449,ok,0,,,,,0,10-K,2025-02-26,0001158449-25-000064,aap-20241228.htm,0,0,True,False,True,,missing_8k_item_202;earnings_docs_not_ready,1.68
2025Q1,AAT,1500217,ok,1,2025-02-04,0001500217-25-000003,aat-20250204.htm,a4q24earningsreleaseng1.htm,1,10-K,2025-02-12,0001500217-25-000007,aat-20241231.htm,1,1,True,True,True,,ready,2.71
2025Q1,ABG,1144980,ok,1,2025-01-30,0001144980-25-000008,abg-20250130.htm,a2024q4ex991.htm,1,10-K,2025-02-26,0001144980-25-000077,abg-20241231.htm,1,1,True,True,True,,ready,3.24
2025Q1,ABM,771497,ok,1,2025-03-12,0000950170-25-037617,abm-20250312.htm,abm-ex99_1.htm,1,10-Q,2025-03-12,0000771497-25-000005,abm-20250131.htm,1,1,True,True,True,,ready,2.96
2025Q1,ABNB,1559720,ok,1,2025-02-13,0001193125-25-026054,d915198d8k.htm,d915198dex991.htm,1,10-K,2025-02-13,0001559720-25-000010,abnb-20241231.htm,1,1,True,True,True,,ready,2.16
2025Q1,ACA,1739445,ok,1,2025-02-27,0001739445-25-000023,aca-20250227.htm,exh991earningsrelease12312.htm,1,10-K,2025-02-28,0001739445-25-000026,aca-20241231.htm,1,1,True,True,True,,ready,2.58
2025Q1,ACAD,1070494,ok,1,2025-02-26,0000950170-25-027759,acad-20250226.htm,acad-ex99_1.htm,1,10-K,2025-02-27,0000950170-25-029253,acad-20241231.htm,1,1,True,True,True,,ready,2.85
2025Q1,ACCO,712034,ok,1,2025-02-20,0000950170-25-024182,acco-20250220.htm,acco-ex99_1.htm,1,10-K,2025-02-21,0000950170-25-024931,acco-20241231.htm,1,1,True,True,True,,ready,3.72
2025Q1,ACDC,0001881487,ok,1,2025-03-06,0001104659-25-021138,tm258166d1_8k.htm,tm258166d1_ex99-1.htm,1,10-K,2025-03-10,0000950170-25-036251,acdc-20241231.htm,1,1,True,True,True,,ready,3.26
2025Q1,ACGL,947484,ok,1,2025-02-10,0000947484-25-000008,acgl-20250210.htm,ex-991release123124.htm;ex-992supplement123124.htm,2,10-K,2025-02-27,0000947484-25-000017,acgl-20241231.htm,1,2,True,True,True,,ready,5.20
2025Q1,ACH,75252,ok,2,2025-02-03;2025-02-28,0001193125-25-018849;0001558370-25-001879,d872714d8k.htm;omi-20250228x8k.htm,d872714dex991.htm;d872714dex992.htm;omi-20250228xex99d1.htm;omi-20250228xex99d2.htm,4,10-K,2025-02-28,0001558370-25-001940,omi-20241231x10k.htm,2,4,True,True,True,,ready,6.27
2025Q1,ACIW,935036,ok,1,2025-02-27,0000935036-25-000004,aciw-20250227.htm,aciw-20250227ex991.htm;aciw-20250227_ex992.htm,2,10-K,2025-02-27,0000935036-25-000006,aciw-20241231.htm,1,2,True,True,True,,ready,4.29
2025Q1,ACLS,1113232,ok,1,2025-02-10,0001104659-25-010940,tm255435d1_8k.htm,tm255435d1_ex99-1.htm,1,10-K,2025-02-28,0001558370-25-001855,acls-20241231x10k.htm,1,1,True,True,True,,ready,2.90
