quarter,ticker,cik,revenue_bucket,pipeline_status,pipeline_missing_reason,repair_status,repair_notes,event_accession,event_dates,primary_8k_doc,primary_8k_cached,primary_8k_text_len,exhibit_docs,exhibit_cached_count,exhibit_doc_count,exhibit_text_len,periodic_accession,periodic_doc,periodic_cached,periodic_text_len,earnings_event_ready_for_local_extraction,periodic_doc_ready,coverage_reasons,periodic_reasons
2024Q3,DCGO,1822359,$100M-$500M,doc_quality_passed,,,,0001822359-24-000079,2024-08-07,dcgo-20240807.htm,True,4104,ex-991.htm;ex-992.htm,2,2,35202,0001822359-24-000081,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DCH,1062231,$1B-$2B,doc_quality_passed,,,,0001062231-24-000082,2024-08-09,axl-20240809.htm,True,3006,axl-q2_2024xex991xir.htm,1,1,23514,0001062231-24-000084,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DCO,30305,$100M-$500M,doc_quality_passed,,,,0001628280-24-035845,2024-08-08,dco-20240808.htm,True,2998,ex99_1q22024earningsrelease.htm,1,1,32528,0001628280-24-035846,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DD,1666700,$2B-$10B,doc_quality_passed,,,,0001666700-24-000028,2024-07-31,dd-20240731.htm,True,3659,exhibit991enrschedules-2q24.htm,1,1,45569,0001666700-24-000031,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DDD,910638,$100M-$500M,doc_quality_passed,,,,0001193125-24-199841,2024-08-13;2024-08-20;2024-08-29,d832946d8k.htm,True,3324,d832946dex991.htm;d690946dex991.htm;d189782dex991.htm,1,3,25967,0000910638-24-000041,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DDOG,1561550,$100M-$500M,doc_quality_passed,,,,0001561550-24-000109,2024-08-08,ddog-20240808.htm,True,3458,ex-991x20240630x8k.htm,1,1,29647,0001561550-24-000112,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DECK,910521,$2B-$10B,doc_quality_passed,,,,0000910521-24-000037,2024-07-25,deck-20240725.htm,True,3684,deckex991pressrelease-6302.htm,1,1,13325,0000910521-24-000042,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DEI,1364250,$100M-$500M,doc_quality_passed,,,,0001364250-24-000037,2024-08-08,nysedei-20240808.htm,True,3216,a2024q2epexhibit991.htm,1,1,64827,0001364250-24-000040,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DFIN,1669811,$100M-$500M,doc_quality_passed,,,,0000950170-24-088229,2024-07-31,dfin-20240731.htm,True,3162,dfin-ex99_1.htm,1,1,36908,0000950170-24-088551,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DG,29534,$2B-$10B,doc_quality_passed,,,,0001104659-24-094354,2024-08-29,tm2422849d1_8k.htm,True,4832,tm2422849d1_ex99.htm,1,1,28186,0001558370-24-012525,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DGII,854775,$100M-$500M,doc_quality_passed,,,,0000854775-24-000027,2024-08-07,dgii-20240807.htm,True,3521,dgii-ex991_20240807.htm,1,1,20144,0000854775-24-000029,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DGX,1022079,$2B-$10B,doc_quality_passed,,,,0001022079-24-000153,2024-07-23,dgx-20240723.htm,True,2928,dgx063020248-kex991.htm,1,1,20810,0001022079-24-000156,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DHR,313616,$2B-$10B,doc_quality_passed,,,,0000313616-24-000188,2024-07-23,dhr-20240723.htm,True,4557,dhr-20240723xex991.htm,1,1,25943,0000313616-24-000186,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DIN,49754,$100M-$500M,doc_quality_passed,,,,0001193125-24-195411,2024-08-07,d859070d8k.htm,True,3518,d859070dex991.htm,1,1,38405,0001628280-24-035379,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DIOD,29002,$100M-$500M,doc_quality_passed,,,,0000950170-24-094168,2024-08-08;2024-08-12,diod-20240808.htm,True,6722,diod-ex99_1.htm;diod-ex99_2.htm;diod-ex99_3.htm,3,3,55958,0000950170-24-094180,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DK,1694426,$2B-$10B,doc_quality_passed,,,,0001694426-24-000106,2024-08-06,dk-20240806.htm,True,4604,dk-ex991earningsreleasex06.htm;dk2q24earningsslides.htm,2,2,80050,0001694426-24-000109,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DLR,1297996,$1B-$2B,doc_quality_passed,,,,0001558370-24-010180,2024-07-25,dlr-20240725x8k.htm,True,5892,dlr-20240725xex99d1.htm;dlr-20240725xex99d2.htm,2,2,171488,0001558370-24-010734,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DLTR,935703,$2B-$10B,doc_quality_passed,,,,0000935703-24-000039,2024-09-04,dltr-20240904.htm,True,3589,ex991q2-24earningspr.htm,1,1,34938,0000935703-24-000041,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DLX,27996,$500M-$1B,doc_quality_passed,,,,0000027996-24-000139,2024-07-31,dlx-20240731.htm,True,3435,exhibit991073120248-k.htm,1,1,23744,0000027996-24-000141,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DNOW,1599617,$500M-$1B,doc_quality_passed,,,,0001193125-24-195396,2024-08-07,d834357d8k.htm,True,3400,d834357dex991.htm,1,1,10472,0000950170-24-092492,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DNUT,1857154,$100M-$500M,doc_quality_passed,,,,0001857154-24-000088,2024-08-08,dnut-20240808.htm,True,3408,exh991q2pressrelease2024.htm,1,1,35371,0001857154-24-000090,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DOC,765880,$500M-$1B,doc_quality_passed,,,,0001628280-24-032991,2024-07-25,peak-20240725.htm,True,5036,ex99106302024.htm;ex99106302024.pdf;ex99206302024.htm,2,3,50496,0001628280-24-033154,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DOCN,1582961,$100M-$500M,doc_quality_passed,,,,0001582961-24-000120,2024-08-08,docn-20240808.htm,True,3457,a2024-q2dopressrelease.htm,1,1,30239,0001582961-24-000122,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DOCU,1261333,$500M-$1B,doc_quality_passed,,,,0001261333-24-000118,2024-09-05,docu-20240905.htm,True,3745,q225ex-991er.htm,1,1,32006,0001261333-24-000121,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DOV,29905,$2B-$10B,doc_quality_passed,,,,0000029905-24-000033,2024-07-25,dov-20240725.htm,True,3882,a202425078-kexhibit991pr.htm,1,1,31665,0000029905-24-000035,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DPZ,1286681,$1B-$2B,doc_quality_passed,,,,0000950170-24-084430,2024-07-18,dpz-20240718.htm,True,3145,dpz-ex99_1.htm,1,1,34632,0000950170-24-084431,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DRH,1298946,$100M-$500M,doc_quality_passed,,,,0001298946-24-000091,2024-08-01,drh-20240801.htm,True,5498,drhlogopressreleasea35.gif;exhibit9912q2024.htm,1,2,55407,0001298946-24-000095,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DRI,940944,$2B-$10B,doc_quality_passed,,,,0000940944-24-000044,2024-09-19,dri-20240919.htm,True,3734,exhibit991-q1fy25.htm,1,1,14841,0000940944-24-000055,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DRS,1833756,$500M-$1B,doc_quality_passed,,,,0001628280-24-033350,2024-07-30,drs-20240730.htm,True,4118,q22024earningspressrelease.htm,1,1,26790,0001628280-24-033473,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DRVN,1804745,$500M-$1B,doc_quality_passed,,,,0001193125-24-190597,2024-08-01,d877753d8k.htm,True,8182,d877753dex991.htm;d877753dex992.htm,2,2,31415,0001804745-24-000020,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DSGR,703604,$100M-$500M,doc_quality_passed,,,,0000703604-24-000077,2024-08-01,laws-20240801.htm,True,2948,a2024q2pressrelease.htm,1,1,24064,0000703604-24-000079,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DTE,936340,$2B-$10B,doc_quality_passed,,,,0000936340-24-000176,2024-07-25;2024-08-01,dte-20240725.htm,True,5994,exhibit991-063024.htm;q224presentationfinal-ve.htm;dtegas-exhibit991x63024.htm,2,3,38994,0000936340-24-000178,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DUK,1326160,$2B-$10B,doc_quality_passed,,,,0001326160-24-000164,2024-08-06,duk-20240806.htm,True,4277,er-20240630xearningsreleas.htm,1,1,77941,0001326160-24-000167,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DUOL,1562088,$100M-$500M,doc_quality_passed,,,,0001562088-24-000203,2024-08-07,duol-20240807.htm,True,3410,q2fy24duolingo06-30x24pres.htm,1,1,22406,0001562088-24-000207,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DVA,927066,$2B-$10B,doc_quality_passed,,,,0000927066-24-000126,2024-08-06,dva-20240806.htm,True,3408,dva-63024ex991.htm,1,1,51720,0000927066-24-000128,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DVN,1090012,$2B-$10B,doc_quality_passed,,,,0001193125-24-194945,2024-08-06,d816697d8k.htm,True,3730,d816697dex991.htm;d816697dex992.htm,2,2,37341,0000950170-24-092424,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DXLG,813298,$100M-$500M,doc_quality_passed,,,,0000950170-24-101579,2024-08-29,dxlg-20240829.htm,True,3262,dxlg-ex99_1.htm,1,1,26548,0000950170-24-101685,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DXPE,1020710,$100M-$500M,doc_quality_passed,,,,0001020710-24-000070,2024-08-08,dxpe-20240808.htm,True,3835,earningsrelease6302024.htm,1,1,20110,0001020710-24-000072,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,DY,67215,$1B-$2B,doc_quality_passed,,,,0000067215-24-000035,2024-08-21,dy-20240821.htm,True,6159,dyfy2025q2earningsreleasee.htm;q22025presentationmateri.htm,2,2,43378,0000067215-24-000040,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EA,712515,$2B-$10B,doc_quality_passed,,,,0000712515-24-000027,2024-07-30,ea-20240729.htm,True,3943,earningspressrelease2024_0.htm,1,1,25548,0000712515-24-000039,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EAT,703351,$2B-$10B,doc_quality_passed,,,,0000703351-24-000027,2024-08-14,eat-20240814.htm,True,3389,fy24q4ex991-earningsrelease.htm,1,1,25157,0000703351-24-000030,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EBAY,1065088,$2B-$10B,doc_quality_passed,,,,0001065088-24-000143,2024-07-31,ebay-20240731.htm,True,3481,exhibit991erebayq22024.htm,1,1,36600,0001065088-24-000145,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EBF,33002,$100M-$500M,doc_quality_passed,,,,0000950170-24-108690,2024-09-23,ebf-20240920.htm,True,5247,ebf-ex99_1.htm,1,1,11964,0000950170-24-077829,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EBS,1367644,$100M-$500M,doc_quality_passed,,,,0001367644-24-000142,2024-08-06,ebs-20240806.htm,True,4405,ebs2024-06x30ex99earningsr.htm,1,1,50291,0001367644-24-000147,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ECL,31462,$2B-$10B,doc_quality_passed,,,,0001558370-24-010319,2024-07-30,ecl-20240730x8k.htm,True,4597,ecl-20240730xex99d1.htm;ecl-20240730xex99d2.htm,2,2,77964,0001558370-24-010647,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ECPG,1084961,$100M-$500M,doc_quality_passed,,,,0001084961-24-000082,2024-08-07,ecpg-20240807.htm,True,5975,exhibit991ecpgq22024earnin.htm;exhibit992-pressreleaseorg.htm,2,2,18667,0001084961-24-000085,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ECVT,1708035,$100M-$500M,doc_quality_passed,,,,0001708035-24-000097,2024-08-01,ecvt-20240801.htm,True,3493,ex991-ecvt2q24earningsrele.htm,1,1,40294,0001708035-24-000101,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ED,1047862,$2B-$10B,doc_quality_passed,,,,0001047862-24-000048,2024-08-01,ed-20240801.htm,True,3640,a2q2024earningsreleasepr.htm,1,1,52309,0001047862-24-000049,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EE,0001888447,$100M-$500M,doc_quality_passed,,,,0000950170-24-092958,2024-08-07,ee-20240508.htm,True,3430,ee-ex99_1.htm,1,1,24856,0000950170-24-094614,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EEFT,1029199,$500M-$1B,doc_quality_passed,,,,0001213900-24-062722,2024-07-19,eeft-20240718.htm,True,3508,ex991_1.htm,1,1,22502,0001213900-24-064727,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EEX,1579214,$100M-$500M,doc_quality_passed,,,,0000950170-24-092231,2024-08-07,eex-20240807.htm,True,3660,eex-ex99_1.htm;eex-ex99_2.htm,2,2,45427,0000950170-24-092228,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EFX,33185,$1B-$2B,doc_quality_passed,,,,0000033185-24-000042,2024-07-17,efx-20240717.htm,True,3080,exhibit99120240630.htm,1,1,45988,0000033185-24-000049,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EG,1095073,$2B-$10B,doc_quality_passed,,,,0001095073-24-000032,2024-07-31,everestre-20240731.htm,True,4227,earningsrelease-exx991q220.htm,1,1,23465,0001095073-24-000037,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EHAB,0001803737,$100M-$500M,doc_quality_passed,,,,0001803737-24-000120,2024-07-15;2024-08-06,ehab-20240715.htm,True,3558,q22024enhabitpreliminaryea.htm;enhabit_earningsxslidesx.htm;q22024enhabitearningsrelea.htm,1,3,8896,0001803737-24-000165,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EIG,1379041,$100M-$500M,doc_quality_passed,,,,0001379041-24-000141,2024-07-31,eig-20240731.htm,True,3710,ex991_pressreleasex6302024.htm;ex992_finsupplementx6302024.htm,2,2,31111,0001379041-24-000146,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EIX,827052,$2B-$10B,doc_quality_passed,,,,0000827052-24-000054,2024-07-25,eix-20240725x8k.htm,True,7543,eix-20240725xex99d1.htm;eix-20240725xex99d2.htm;eix-20240725xex99d3.htm,3,3,87423,0000827052-24-000055,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EMBC,0001872789,$500M-$1B,doc_quality_passed,,,,0001872789-24-000026,2024-08-09,embc-20240809.htm,True,2834,q32024ex-991.htm,1,1,32646,0001872789-24-000028,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EME,105634,$2B-$10B,doc_quality_passed,,,,0000105634-24-000031,2024-07-25,eme-20240725.htm,True,3320,eme-ex991_2024630xq2.htm,1,1,18050,0000105634-24-000029,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EMR,32604,$2B-$10B,doc_quality_passed,,,,0000032604-24-000035,2024-08-07,emr-20240807.htm,True,5523,a2024q3release_ex991.htm,1,1,25972,0000032604-24-000036,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ENOV,1420800,$100M-$500M,doc_quality_passed,,,,0001420800-24-000019,2024-08-07,cfx-20240807.htm,True,3232,q22024earningspressrelease.htm,1,1,24245,0001420800-24-000022,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ENPH,1463101,$500M-$1B,doc_quality_passed,,,,0001463101-24-000116,2024-07-23,enph-20240723.htm,True,4057,a2024q2exx991pressrelease.htm,1,1,26974,0001463101-24-000119,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ENR,1632790,$1B-$2B,doc_quality_passed,,,,0001632790-24-000060,2024-08-06,enr-20240806.htm,True,3267,enrpr6302024.htm;q324earningsslidesfinalf.htm,2,2,62231,0001632790-24-000063,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ENS,1289308,$100M-$500M,doc_quality_passed,,,,0001289308-24-000029,2024-08-07,ens-20240807.htm,True,3352,ex991_earningsx1qfy25.htm;ex992_dividendx1qfy25.htm,2,2,42530,0001289308-24-000028,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ENSG,1125376,$500M-$1B,doc_quality_passed,,,,0001125376-24-000136,2024-07-25,ensg-20240725.htm,True,6878,q22024pressrelease.htm,1,1,45074,0001125376-24-000135,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ENTG,1101302,$500M-$1B,doc_quality_passed,,,,0001101302-24-000049,2024-07-31,entg-20240731.htm,True,3976,entgq22024ex991.htm;entgq22024ex992.htm,2,2,65565,0001101302-24-000053,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ENVA,1529864,$100M-$500M,doc_quality_passed,,,,0000950170-24-085640,2024-07-23,enva-20240723.htm,True,3535,enva-ex99_1.htm,1,1,20177,0000950170-24-086053,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EPAM,1352010,$1B-$2B,doc_quality_passed,,,,0001352010-24-000024,2024-08-08,epam-20240808.htm,True,4078,exhibit99_q2x2024.htm,1,1,27362,0001352010-24-000027,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EPC,1096752,$1B-$2B,doc_quality_passed,,,,0001628280-24-034922,2024-08-06,epc-20240806.htm,True,3660,epcexhibit991063020241.htm,1,1,33054,0001628280-24-035205,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EPM,1006655,$100M-$500M,doc_quality_passed,,,,0001558370-24-012701,2024-09-10,epm-20240909x8k.htm,True,5001,epm-20240909xex99d1.htm;epm-20240909xex99d1001.gif,2,2,38745,0001558370-24-012740,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EQIX,1101239,$1B-$2B,doc_quality_passed,,,,0001628280-24-035620,2024-08-07,eqix-20240807.htm,True,3894,eqix-063024xpruploadhyperl.htm,1,1,49240,0001628280-24-035638,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EQR,906107,$500M-$1B,doc_quality_passed,,,,0000950170-24-087329,2024-07-29,eqr-20240729.htm,True,3635,eqr-ex99_1.htm,1,1,81105,0000950170-24-089300,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ERIE,922621,$500M-$1B,doc_quality_passed,,,,0000922621-24-000018,2024-07-25,erie-20240723.htm,True,3697,ex-99106302024.htm;ex-99206302024.htm;ex991image06302022.gif,3,3,25452,0000922621-24-000019,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ES,72741,$2B-$10B,doc_quality_passed,,,,0001104659-24-084368,2024-07-31;2024-09-30,tm2420517d1_8k.htm,True,6770,tm2420517d1_ex99-1.htm;tm2420517d1_ex99-2.htm;tm2420517d1_ex99-3.htm,3,3,32636,0000072741-24-000018,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ESE,866706,$100M-$500M,doc_quality_passed,,,,0001104659-24-086768,2024-08-07,tm2421020d1_8k.htm,True,13298,tm2421020d1_ex99-1.htm,1,1,27858,0001410578-24-001264,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ESRT,1541401,$100M-$500M,doc_quality_passed,,,,0001104659-24-082370,2024-07-24,tm2419033d1_8k.htm,True,20871,tm2419033d1_ex99-1.htm;tm2419033d1_ex99-2.htm,2,2,102407,0001628280-24-021106,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ESS,920522,$100M-$500M,doc_quality_passed,,,,0001140361-24-034917,2024-07-30,ef20033063_8k.htm,True,4159,ef20033063_ex99-1.htm,1,1,79831,0000920522-24-000075,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ETN,1551182,$2B-$10B,doc_quality_passed,,,,0001551182-24-000033,2024-08-01,etn-20240801.htm,True,2823,etn06302024exhibit99.htm,1,1,20859,0001551182-24-000035,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,ETR,65984,$2B-$10B,doc_quality_passed,,,,0000065984-24-000090,2024-08-01,etr-20240801.htm,True,6472,earningsrelease2q24_ex991.htm,1,1,76024,0000065984-24-000095,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EVCM,1853145,$100M-$500M,doc_quality_passed,,,,0001853145-24-000044,2024-08-06,evcm-20240805.htm,True,10835,evcmq224earningsrelease.htm,1,1,22398,0001853145-24-000047,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EVER,1640428,$100M-$500M,doc_quality_passed,,,,0000950170-24-090730,2024-08-05,ever-20240805.htm,True,4189,ever-ex99_1.htm;ever-ex99_2.htm,2,2,33622,0000950170-24-091761,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EVH,1628908,$100M-$500M,doc_quality_passed,,,,0001628908-24-000089,2024-08-08,evh-20240808.htm,True,3609,a2q24exhibit991.htm,1,1,42230,0001628908-24-000090,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EVRG,1711269,$1B-$2B,doc_quality_passed,,,,0001193125-24-197470,2024-08-09,d881251d8k.htm,True,6074,d881251dex991.htm,1,1,16646,0001711269-24-000027,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EVTC,1559865,$100M-$500M,doc_quality_passed,,,,0001559865-24-000041,2024-07-31,evtc-20240731.htm,True,3666,ex99106302024.htm,1,1,34927,0001559865-24-000044,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EW,1099800,$1B-$2B,doc_quality_passed,,,,0001099800-24-000069,2024-07-24,ew-20240724.htm,True,8709,ex-991q22024.htm;ex-992q22024.htm,2,2,39476,0001099800-24-000078,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXAS,1124140,$500M-$1B,doc_quality_passed,,,,0001124140-24-000067,2024-07-31,exas-20240731.htm,True,3535,exas-20240731xex991.htm,1,1,31911,0001124140-24-000069,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXC,1109357,$2B-$10B,doc_quality_passed,,,,0001109357-24-000154,2024-08-01,exc-20240801.htm,True,10138,exc-20240801ex991.htm;exc-20240801ex992.htm,2,2,109517,0001109357-24-000156,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXE,895126,$2B-$10B,doc_quality_passed,,,,0000895126-24-000106,2024-07-29,chk-20240729.htm,True,4350,chk-ex_991x20240630x8kxpr.htm,1,1,30475,0000895126-24-000108,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXEL,939767,$100M-$500M,doc_quality_passed,,,,0000939767-24-000116,2024-08-06,exel-20240806.htm,True,4074,exel20240630exhibit991.htm,1,1,27614,0000939767-24-000119,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXLS,1297989,$100M-$500M,doc_quality_passed,,,,0001297989-24-000006,2024-08-01,exls-20240801.htm,True,3468,exlq224pressrelease.htm,1,1,21447,0001297989-24-000007,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXPD,746515,$2B-$10B,doc_quality_passed,,,,0000950170-24-091438,2024-08-06,expd-20240806.htm,True,3669,expd-ex99_1.htm,1,1,20012,0000950170-24-093558,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXPE,1324424,$2B-$10B,doc_quality_passed,,,,0001324424-24-000036,2024-08-08,expe-20240808.htm,True,3679,earningsrelease-q22024.htm,1,1,40560,0001324424-24-000038,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXPI,1495932,$500M-$1B,doc_quality_passed,,,,0001558370-24-010472,2024-07-31,expi-20240731x8k.htm,True,4349,expi-20240731xex99d1.htm,1,1,20172,0001558370-24-010473,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXR,1289490,$500M-$1B,doc_quality_passed,,,,0001628280-24-033498,2024-07-30,exr-20240730.htm,True,3462,q22024ex991earningsrelease.htm,1,1,35637,0001628280-24-034445,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EXTR,1078271,$500M-$1B,doc_quality_passed,,,,0000950170-24-092273,2024-08-07,extr-20240807.htm,True,3622,extr-ex99_1.htm,1,1,36228,0000950170-24-098129,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EYE,1710155,$500M-$1B,doc_quality_passed,,,,0001710155-24-000050,2024-08-07,eye-20240807.htm,True,3896,ex991-q22024earningsrelease.htm,1,1,52408,0001710155-24-000052,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,EZPW,876523,$500M-$1B,doc_quality_passed,,,,0000876523-24-000028,2024-07-31,ezpw-20240731.htm,True,5655,a2024-q3pressreleaseex991.htm,1,1,29305,0000876523-24-000025,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FA,1210677,$100M-$500M,doc_quality_passed,,,,0000950170-24-093275,2024-08-08,fa-20240805.htm,True,7803,fa-ex99_1.htm,1,1,31302,0000950170-24-093999,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FAST,815556,$1B-$2B,doc_quality_passed,,,,0000815556-24-000028,2024-07-12,fast-20240712.htm,True,2876,ex_99106302024earningsrele.htm,1,1,32720,0000815556-24-000031,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FBP,1057706,$100M-$500M,doc_quality_passed,,,,0001140361-24-033802,2024-07-23,ef20032737_8k.htm,True,4632,ef20032737_ex99-1.htm;ef20032737_ex99-2.htm,2,2,116535,0001057706-24-000009,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FCFS,840489,$500M-$1B,doc_quality_passed,,,,0000840489-24-000105,2024-07-25,fcfs-20240725.htm,True,3784,fcfs07252024exhibit991.htm,1,1,67168,0000840489-24-000108,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FDP,1047340,$1B-$2B,doc_quality_passed,,,,0001047340-24-000200,2024-08-01,fdp-20240801.htm,True,3445,august12024-earningspr.htm,1,1,33705,0001047340-24-000202,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FDS,1013237,$1B-$2B,doc_quality_passed,,,,0001013237-24-000119,2024-09-19,factsetamendedandrestatedb.htm,True,138759,fdsq42024earningsrelease.htm,1,1,33012,0001013237-24-000084,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FE,1031296,$2B-$10B,doc_quality_passed,,,,0001031296-24-000041,2024-07-30,fe-20240730.htm,True,14391,ex991-q22024pressrelease.htm;ex992-2q24_fehighlightsx.htm,2,2,84264,0001031296-24-000043,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FELE,38725,$100M-$500M,doc_quality_passed,,,,0000038725-24-000138,2024-07-23,fele-20240723.htm,True,3160,a20240723ex991earningsrele.htm,1,1,12458,0000038725-24-000143,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FET,1401257,$100M-$500M,doc_quality_passed,,,,0001401257-24-000115,2024-07-17;2024-08-02,fet-20240717.htm,True,4755,exhibit991pressrelease0717.htm;exhibit991-fetearningsrele.htm,1,2,4898,0001401257-24-000121,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FFIV,1048695,$1B-$2B,doc_quality_passed,,,,0001048695-24-000104,2024-07-29,ffiv-20240729.htm,True,3132,ex991-q324earningsreleasef.htm,1,1,24394,0001048695-24-000125,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FG,0001934850,$500M-$1B,doc_quality_passed,,,,0001934850-24-000040,2024-08-05,fg-20240805.htm,True,4821,a2q24fgearningsrelease_0.htm;fgsummer2024investorpres.htm,2,2,94092,0001934850-24-000045,,False,0,True,False,ready,missing_periodic_doc_name
2024Q3,FHB,36377,$100M-$500M,doc_quality_passed,,,,0001558370-24-010221,2024-07-26,fhb-20240726x8k.htm,True,3784,fhb-20240726xex99d1.htm,1,1,53179,0001558370-24-010868,,False,0,True,False,ready,missing_periodic_doc_name
