quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons,elapsed_seconds
2024Q4,A,1090872,ok,1,2024-11-25,0001090872-24-000042,a-20241125.htm,exhibit991-q424pressrelease.htm,1,10-K,2024-12-20,0001090872-24-000049,a-20241031.htm,1,1,True,True,True,,ready,2.39
2024Q4,AAP,1158449,ok,1,2024-11-14,0001158449-24-000236,aap-20241113.htm,aapexhibit991.htm,1,10-Q,2024-11-14,0001158449-24-000238,aap-20241005.htm,1,1,True,True,True,,ready,2.30
2024Q4,AAT,1500217,ok,1,2024-10-29,0001500217-24-000050,aat-20241029.htm,a3q24earningsreleaseng.htm,1,10-Q,2024-11-01,0001500217-24-000053,aat-20240930.htm,1,1,True,True,True,,ready,12.57
2024Q4,ABG,1144980,ok,1,2024-10-29,0001144980-24-000145,abg-20241029.htm,a2024q3ex991.htm,1,10-Q,2024-10-30,0001144980-24-000148,abg-20240930.htm,1,1,True,True,True,,ready,2.71
2024Q4,ABM,771497,ok,1,2024-12-18,0000950170-24-137611,abm-20241218.htm,abm-ex99_1.htm,1,10-K,2024-12-19,0000771497-24-000029,abm-20241031.htm,1,1,True,True,True,,ready,2.07
2024Q4,ABNB,1559720,ok,1,2024-11-07,0001193125-24-253103,d886752d8k.htm,d886752dex991.htm,1,10-Q,2024-11-07,0001559720-24-000032,abnb-20240930.htm,1,1,True,True,True,,ready,1.80
2024Q4,ACA,1739445,ok,1,2024-10-30,0001739445-24-000148,aca-20241030.htm,exh991earningsrelease93020.htm,1,10-Q,2024-10-31,0001739445-24-000150,aca-20240930.htm,1,1,True,True,True,,ready,2.12
2024Q4,ACAD,1070494,ok,1,2024-11-06,0000950170-24-122322,acad-20241106.htm,acad-ex99_1.htm,1,10-Q,2024-11-07,0000950170-24-122513,acad-20240930.htm,1,1,True,True,True,,ready,10.57
2024Q4,ACCO,712034,ok,1,2024-10-31,0000950170-24-119565,acco-20241030.htm,acco-ex99_1.htm,1,10-Q,2024-11-01,0000950170-24-119895,acco-20240930.htm,1,1,True,True,True,,ready,2.95
2024Q4,ACDC,0001881487,ok,1,2024-11-05,0001104659-24-114030,tm2427440d1_8k.htm,tm2427440d1_ex99-1.htm,1,10-Q,2024-11-06,0000950170-24-122270,acdc-20240930.htm,1,1,True,True,True,,ready,10.54
