quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons,elapsed_seconds
2024Q3,A,1090872,ok,1,2024-08-21,0001090872-24-000024,a-20240821.htm,exhibit991-q324pressrelease.htm,1,10-Q,2024-08-30,0001090872-24-000033,a-20240731.htm,1,1,True,True,True,,ready,1.76
2024Q3,AAP,1158449,ok,1,2024-08-22,0001158449-24-000192,aap-20240822.htm,aap_exhibit991xq2x2024.htm,1,10-Q,2024-08-22,0001158449-24-000195,aap-20240713.htm,1,1,True,True,True,,ready,1.55
2024Q3,AAT,1500217,ok,1,2024-07-30,0001500217-24-000043,aat-20240730.htm,a2q24earningsreleaseng.htm,1,10-Q,2024-08-02,0001500217-24-000047,aat-20240630.htm,1,1,True,True,True,,ready,1.80
2024Q3,ABG,1144980,ok,1,2024-08-02,0001144980-24-000127,abg-20240802.htm,a2024q2ex991.htm,1,10-Q,2024-08-09,0001144980-24-000130,abg-20240630.htm,1,1,True,True,True,,ready,1.89
2024Q3,ABM,771497,ok,1,2024-09-06,0000950170-24-104226,abm-20240906.htm,abm-ex99_1.htm,1,10-Q,2024-09-06,0000771497-24-000017,abm-20240731.htm,1,1,True,True,True,,ready,1.48
2024Q3,ABNB,1559720,ok,1,2024-08-06,0001193125-24-194849,d831385d8k.htm,d831385dex991.htm,1,10-Q,2024-08-06,0001559720-24-000024,abnb-20240630.htm,1,1,True,True,True,,ready,1.62
2024Q3,ACA,1739445,ok,1,2024-08-01,0001739445-24-000111,aca-20240801.htm,exh991earningsrelease63020.htm,1,10-Q,2024-08-02,0001739445-24-000114,aca-20240630.htm,1,1,True,True,True,,ready,1.15
2024Q3,ACAD,1070494,ok,1,2024-08-06,0000950170-24-091826,acad-20240806.htm,acad-ex99_1.htm,1,10-Q,2024-08-07,0000950170-24-092163,acad-20240630.htm,1,1,True,True,True,,ready,1.70
2024Q3,ACCO,712034,ok,1,2024-08-01,0000950170-24-089332,acco-20240801.htm,acco-ex99_1.htm,1,10-Q,2024-08-02,0000950170-24-089733,acco-20240630.htm,1,1,True,True,True,,ready,4.65
2024Q3,ACDC,0001881487,ok,1,2024-08-08,0001104659-24-086919,tm2421111d1_8k.htm,tm2421111d1_ex99-1.htm,1,10-Q,2024-08-09,0000950170-24-094812,acdc-20240630.htm,1,1,True,True,True,,ready,1.78
2024Q3,ACGL,947484,ok,1,2024-07-30,0000947484-24-000091,acgl-20240730.htm,ex-991release63024.htm;ex-992supplement63024.htm,2,10-Q,2024-08-06,0000947484-24-000105,acgl-20240630.htm,1,2,True,True,True,,ready,2.70
2024Q3,ACH,75252,ok,2,2024-07-23;2024-08-02,0001193125-24-182567;0001558370-24-010644,d857019d8k.htm;tmb-20240802x8k.htm,d857019dex991.htm;tmb-20240802xex99d1.htm;tmb-20240802xex99d2.htm,3,10-Q,2024-08-02,0001558370-24-010720,tmb-20240630x10q.htm,2,3,True,True,True,,ready,31.22
2024Q3,ACIW,935036,ok,1,2024-08-01,0000935036-24-000032,aciw-20240801.htm,aciw-20240801_ex992.htm,1,10-Q,2024-08-01,0000935036-24-000030,aciw-20240630.htm,1,1,True,True,True,,ready,2.93
