quarter,ticker,cik,asof_date
2026Q1,A,1090872,2026-02-25
2026Q1,AAP,1158449,2026-02-13
2026Q1,AAT,1500217,2026-02-03
2026Q1,ABG,1144980,2026-02-05
2026Q1,ABM,771497,2026-03-10
2026Q1,ABNB,1559720,2026-02-12
2026Q1,ACA,1739445,2026-02-25
2026Q1,ACAD,1070494,2026-01-13
2026Q1,ACCO,712034,2026-03-09
2026Q1,ACDC,0001881487,2026-03-12
2026Q1,ACGL,947484,2026-02-09
2026Q1,ACH,75252,2026-02-19
2026Q1,ACIW,935036,2026-02-26
2026Q1,ACLS,1113232,2026-02-17
2026Q1,ACT,1823529,2026-02-03
2026Q1,ACVA,1637873,2026-02-23
2026Q1,ADBE,796343,2026-03-12
2026Q1,ADEA,1803696,2026-02-23
2026Q1,ADI,6281,2026-02-18
2026Q1,ADNT,1670541,2026-02-04
2026Q1,ADSK,769397,2026-02-26
2026Q1,ADTN,926282,2026-01-22
2026Q1,ADUS,1468328,2026-02-23
2026Q1,ADV,1776661,2026-03-03
2026Q1,AEE,1002910,2026-02-11
2026Q1,AEIS,927003,2026-02-10
2026Q1,AEO,919012,2026-03-04
2026Q1,AEP,4904,2026-02-12
2026Q1,AESI,0001984060,2026-02-23
2026Q1,AFL,4977,2026-02-04
2026Q1,AFRM,1820953,2026-02-05
2026Q1,AGX,100591,2026-03-26
2026Q1,AGYS,78749,2026-01-26
2026Q1,AHCO,1725255,2026-02-24
2026Q1,AHR,1632970,2026-02-26
2026Q1,AHRT,1569187,2026-02-17
2026Q1,AI,1577526,2026-02-25
2026Q1,AIOT,1774170,2026-02-09
2026Q1,AJG,354190,2026-01-29
2026Q1,AKAM,1086222,2026-02-19
2026Q1,ALB,915913,2026-02-11
2026Q1,ALG,897077,2026-03-02
2026Q1,ALGM,866291,2026-01-29
2026Q1,ALGN,1097149,2026-02-04
2026Q1,ALGT,1362468,2026-02-04
2026Q1,ALKS,1520262,2026-01-12
2026Q1,ALLE,1579241,2026-02-17
2026Q1,ALRM,1459200,2026-02-19
2026Q1,ALTG,1759824,2026-02-26
2026Q1,AMC,1411579,2026-01-29
2026Q1,AMCX,1514991,2026-02-11
2026Q1,AMD,2488,2026-02-03
2026Q1,AME,1037868,2026-02-03
2026Q1,AMGN,318154,2026-02-03
2026Q1,AMPH,1297184,2026-02-26
2026Q1,AMR,1704715,2026-01-30
2026Q1,AMRX,1723128,2026-01-13
2026Q1,AMT,1053507,2026-02-24
2026Q1,AMWD,794619,2026-02-26
2026Q1,ANDE,821026,2026-02-17
2026Q1,ANET,1596532,2026-02-12
2026Q1,ANF,1018840,2026-03-04
2026Q1,ANGI,1705110,2026-02-10
2026Q1,ANGO,1275187,2026-01-06
2026Q1,AON,315293,2026-01-30
2026Q1,AOS,91142,2026-01-29
2026Q1,AOSL,1387467,2026-02-05
2026Q1,APAM,1517302,2026-02-03
2026Q1,APD,2969,2026-01-30
2026Q1,APEI,1201792,2026-03-12
2026Q1,APH,820313,2026-01-28
2026Q1,APLE,1418121,2026-02-23
2026Q1,APO,0001858681,2026-01-02
2026Q1,APP,1751008,2026-02-11
2026Q1,APPF,1433195,2026-01-29
2026Q1,APPN,1441683,2026-02-19
2026Q1,APTV,1521332,2026-02-02
2026Q1,ARCB,894405,2026-01-30
2026Q1,ARES,1176948,2026-02-05
2026Q1,ARLO,1736946,2026-02-26
2026Q1,ARLP,1086600,2026-02-02
2026Q1,AROC,1389050,2026-02-25
2026Q1,ARRY,1820721,2026-02-25
2026Q1,ARWR,879407,2026-02-05
2026Q1,ASAN,1477720,2026-03-02
2026Q1,ASB,7789,2026-01-22
2026Q1,ASGN,890564,2026-01-20
2026Q1,ASIX,1673985,2026-02-20
2026Q1,ASO,1817358,2026-03-17
2026Q1,ASTH,1083446,2026-03-02
2026Q1,ATKR,1666138,2026-02-03
2026Q1,ATMU,0001921963,2026-02-13
2026Q1,ATNI,879585,2026-03-05
2026Q1,ATO,731802,2026-02-03
2026Q1,ATRO,8063,2026-01-08
2026Q1,AVA,104918,2026-02-25
2026Q1,AVAV,1368622,2026-03-10
2026Q1,AVB,915912,2026-02-05
2026Q1,AVD,5981,2026-03-18
2026Q1,AVNS,1606498,2026-02-24
2026Q1,AVNT,1122976,2026-02-12
2026Q1,AVNW,1377789,2026-02-03
2026Q1,AVY,8818,2026-02-04
2026Q1,AWK,1410636,2026-02-18
2026Q1,AWR,1056903,2026-02-18
2026Q1,AXON,1069183,2026-02-24
2026Q1,AXP,4962,2026-01-30
2026Q1,AZZ,8947,2026-01-07
2026Q1,BALL,9389,2026-02-03
2026Q1,BANC,1169770,2026-01-21
2026Q1,BARK,1819574,2026-02-05
2026Q1,BAX,10456,2026-02-12
2026Q1,BBBY,1130713,2026-02-23
2026Q1,BBSI,902791,2026-02-25
2026Q1,BBT,1108134,2026-01-28
2026Q1,BBY,764478,2026-03-03
2026Q1,BCC,1328581,2026-02-23
2026Q1,BCO,78890,2026-02-26
2026Q1,BCPC,9326,2026-02-20
2026Q1,BDC,913142,2026-02-12
2026Q1,BDN,790816,2026-02-04
2026Q1,BDX,10795,2026-02-09
2026Q1,BE,1664703,2026-02-05
2026Q1,BEN,38777,2026-01-30
2026Q1,BFH,1101215,2026-01-29
2026Q1,BGS,1278027,2026-03-03
2026Q1,BHE,863436,2026-02-03
2026Q1,BHF,1685040,2026-02-23
2026Q1,BHFAL,1685040,2026-02-23
2026Q1,BHFAM,1685040,2026-02-23
2026Q1,BHFAN,1685040,2026-02-23
2026Q1,BHFAO,1685040,2026-02-23
2026Q1,BHFAP,1685040,2026-02-23
2026Q1,BHR,1574085,2026-02-26
2026Q1,BIIB,875045,2026-01-14
2026Q1,BKH,1130464,2026-02-04
2026Q1,BKNG,1075531,2026-02-18
2026Q1,BKR,1701605,2026-01-26
2026Q1,BLBD,1589526,2026-02-04
2026Q1,BLDR,1316835,2026-02-17
2026Q1,BLKB,1280058,2026-02-10
2026Q1,BLMN,1546417,2026-02-25
2026Q1,BMBL,1830043,2026-03-11
2026Q1,BMI,9092,2026-01-28
2026Q1,BMRN,1048477,2026-01-12
2026Q1,BNED,1634117,2026-01-20
2026Q1,BNL,1424182,2026-02-18
2026Q1,BOOT,1610250,2026-01-09
2026Q1,BOX,1372612,2026-03-03
2026Q1,BPOP,763901,2026-01-27
2026Q1,BR,1383312,2026-02-03
2026Q1,BRKR,1109354,2026-01-12
2026Q1,BRO,79282,2026-01-26
2026Q1,BRSP,1717547,2026-02-17
2026Q1,BSX,885725,2026-02-04
2026Q1,BSY,1031308,2026-02-26
2026Q1,BTSG,0001865782,2026-02-27
2026Q1,BTSGU,0001865782,2026-02-27
2026Q1,BTU,1064728,2026-02-05
2026Q1,BV,1734713,2026-02-03
2026Q1,BVS,1665988,2026-03-05
2026Q1,BWIN,1781755,2026-02-26
2026Q1,BWXT,1486957,2026-02-23
2026Q1,BX,1393818,2026-01-29
2026Q1,BXC,1301787,2026-02-24
2026Q1,BXP,1037540,2026-01-28
2026Q1,BZH,915840,2026-01-29
2026Q1,CABO,1632127,2026-02-26
2026Q1,CACC,885550,2026-01-29
2026Q1,CAKE,887596,2026-02-18
2026Q1,CAL,14707,2026-03-19
2026Q1,CALM,16160,2026-01-07
2026Q1,CALX,1406666,2026-01-28
2026Q1,CALY,837465,2026-02-12
2026Q1,CAR,723612,2026-02-18
2026Q1,CARG,1494259,2026-02-19
2026Q1,CARR,1783180,2026-02-05
2026Q1,CARS,1683606,2026-02-26
2026Q1,CASH,907471,2026-01-22
2026Q1,CBL,910612,2026-02-13
2026Q1,CBOE,1374310,2026-02-06
2026Q1,CBRL,1067294,2026-03-04
2026Q1,CBT,16040,2026-02-03
2026Q1,CBZ,944148,2026-02-25
2026Q1,CC,1627223,2026-02-19
2026Q1,CCC,1818201,2026-02-24
2026Q1,CCI,1051470,2026-01-12
2026Q1,CCL,815097,2026-03-27
2026Q1,CCOI,1158324,2026-02-20
2026Q1,CCRN,1141103,2026-03-04
2026Q1,CCS,1576940,2026-01-28
2026Q1,CDE,215466,2026-02-18
2026Q1,CDNS,813672,2026-02-17
2026Q1,CDP,860546,2026-02-05
2026Q1,CDRE,1860543,2026-03-10
2026Q1,CDW,1402057,2026-02-04
2026Q1,CECO,3197,2026-02-24
2026Q1,CELH,1341766,2026-02-26
2026Q1,CENX,949157,2026-02-19
2026Q1,CF,1324404,2026-02-18
2026Q1,CFG,759944,2026-01-21
2026Q1,CFLT,1699838,2026-02-11
2026Q1,CGNX,851205,2026-02-11
2026Q1,CHD,313927,2026-01-30
2026Q1,CHDN,20212,2026-02-25
2026Q1,CHEF,1517175,2026-02-11
2026Q1,CHRD,1486159,2026-02-25
2026Q1,CHRW,1043277,2026-01-28
2026Q1,CIEN,936395,2026-03-05
2026Q1,CINF,20286,2026-02-09
2026Q1,CL,21665,2026-01-30
2026Q1,CLB,0001958086,2026-02-04
2026Q1,CLNE,1368265,2026-02-24
2026Q1,CLW,1441236,2026-02-18
2026Q1,CLX,21076,2026-02-03
2026Q1,CMCO,1005229,2026-01-14
2026Q1,CME,1156375,2026-02-04
2026Q1,CMG,1058090,2026-02-03
2026Q1,CMI,26172,2026-02-05
2026Q1,CMP,1227654,2026-02-04
2026Q1,CMS,811156,2026-02-05
2026Q1,CNDT,1677703,2026-02-12
2026Q1,CNK,1385280,2026-01-07
2026Q1,CNMD,816956,2026-01-28
2026Q1,CNNE,1704720,2026-02-23
2026Q1,CNO,1224608,2026-02-05
2026Q1,CNP,1130310,2026-02-19
2026Q1,CNR,1710366,2026-02-12
2026Q1,CNTY,911147,2026-03-13
2026Q1,CNX,1070412,2026-01-29
2026Q1,CNXC,1803599,2026-01-13
2026Q1,CNXN,1050377,2026-02-04
2026Q1,COCO,1482981,2026-02-18
2026Q1,CODI,1345126,2026-01-14
2026Q1,COF,927628,2026-01-22
2026Q1,COHR,820318,2026-02-04
2026Q1,COIN,1679788,2026-02-12
2026Q1,COKE,317540,2026-02-18
2026Q1,COLL,1267565,2026-02-26
2026Q1,COLM,1050797,2026-02-03
2026Q1,COMP,1563190,2026-01-07
2026Q1,COO,711404,2026-03-05
2026Q1,COOK,1857853,2026-03-05
2026Q1,CORT,1088856,2026-02-24
2026Q1,CORZ,1839341,2026-03-02
2026Q1,CPAY,1175454,2026-02-04
2026Q1,CPB,16732,2026-03-11
2026Q1,CPK,19745,2026-02-25
2026Q1,CRAI,1053706,2026-02-26
2026Q1,CRC,1609253,2026-03-11
2026Q1,CRCT,1828962,2026-03-03
2026Q1,CRDO,0001807794,2026-02-09
2026Q1,CRH,849395,2026-02-18
2026Q1,CRI,1060822,2026-01-09
2026Q1,CRK,23194,2026-02-11
2026Q1,CRL,1100682,2026-01-13
2026Q1,CRM,1108524,2026-02-25
2026Q1,CRNC,1768267,2026-02-04
2026Q1,CROX,1334036,2026-02-12
2026Q1,CRSP,1674416,2026-02-12
2026Q1,CRSR,1743759,2026-02-12
2026Q1,CRTO,1576427,2026-02-11
2026Q1,CRUS,772406,2026-02-03
2026Q1,CRVL,874866,2026-02-03
2026Q1,CSGP,1057352,2026-02-24
2026Q1,CSGS,1005757,2026-02-04
2026Q1,CSX,277948,2026-01-22
2026Q1,CTAS,723254,2026-03-25
2026Q1,CTEV,1793229,2026-02-23
2026Q1,CTOS,1709682,2026-03-10
2026Q1,CTRA,858470,2026-01-21
2026Q1,CTRI,0001981599,2026-02-25
2026Q1,CTRN,1318484,2026-03-17
2026Q1,CTS,26058,2026-02-10
2026Q1,CTSH,1058290,2026-02-04
2026Q1,CTVA,1755672,2026-02-03
2026Q1,CVCO,278166,2026-01-29
2026Q1,CVGI,1290900,2026-03-10
2026Q1,CVGW,1133470,2026-01-20
2026Q1,CVI,1376139,2026-01-26
2026Q1,CVLG,928658,2026-01-29
2026Q1,CVLT,1169561,2026-01-27
2026Q1,CVNA,1690820,2026-02-18
2026Q1,CVSA,730464,2026-01-28
2026Q1,CWH,1669779,2026-02-24
2026Q1,CWK,1628369,2026-02-19
2026Q1,CWST,911177,2026-02-19
2026Q1,CWT,1035201,2026-02-25
2026Q1,CXM,1569345,2026-03-11
2026Q1,CXW,1070985,2026-02-11
2026Q1,CYH,1108109,2026-02-18
2026Q1,CZR,1590895,2026-02-17
2026Q1,D,715957,2026-02-23
2026Q1,DAN,26780,2026-02-18
2026Q1,DASH,1792789,2026-02-18
2026Q1,DBI,1319947,2026-03-26
2026Q1,DBX,1467623,2026-02-19
2026Q1,DCGO,1822359,2026-03-16
2026Q1,DCH,1062231,2026-02-13
2026Q1,DCO,30305,2026-02-26
2026Q1,DD,1666700,2026-02-10
2026Q1,DDD,910638,2026-03-09
2026Q1,DDOG,1561550,2026-02-10
2026Q1,DECK,910521,2026-01-29
2026Q1,DEI,1364250,2026-02-10
2026Q1,DFIN,1669811,2026-02-17
2026Q1,DG,29534,2026-03-12
2026Q1,DGII,854775,2026-02-04
2026Q1,DGX,1022079,2026-01-12
2026Q1,DHR,313616,2026-01-12
2026Q1,DIN,49754,2026-02-25
2026Q1,DIOD,29002,2026-02-10
2026Q1,DK,1694426,2026-02-27
2026Q1,DLR,1297996,2026-02-05
2026Q1,DLTR,935703,2026-03-16
2026Q1,DLX,27996,2026-01-28
2026Q1,DNOW,1599617,2026-02-20
2026Q1,DNUT,1857154,2026-02-26
2026Q1,DOC,765880,2026-02-02
2026Q1,DOCN,1582961,2026-02-24
2026Q1,DOCU,1261333,2026-03-17
2026Q1,DOV,29905,2026-01-29
2026Q1,DPZ,1286681,2026-02-23
2026Q1,DRH,1298946,2026-02-26
2026Q1,DRI,940944,2026-03-19
2026Q1,DRS,1833756,2026-02-24
2026Q1,DSGR,703604,2026-03-05
2026Q1,DTE,936340,2026-02-17
2026Q1,DUK,1326160,2026-02-10
2026Q1,DUOL,1562088,2026-01-12
2026Q1,DVA,927066,2026-02-02
2026Q1,DVN,1090012,2026-02-17
2026Q1,DXLG,813298,2026-01-12
2026Q1,DXPE,1020710,2026-02-26
2026Q1,DY,67215,2026-03-04
2026Q1,EA,712515,2026-02-03
2026Q1,EAT,703351,2026-01-28
2026Q1,EBAY,1065088,2026-02-18
2026Q1,EBS,1367644,2026-02-26
