quarter,ticker,cik,asof_date
2025Q2,A,1090872,2025-05-28
2025Q2,AAT,1500217,2025-04-29
2025Q2,ABG,1144980,2025-04-29
2025Q2,ABM,771497,2025-06-06
2025Q2,ABNB,1559720,2025-05-01
2025Q2,ACA,1739445,2025-05-06
2025Q2,ACAD,1070494,2025-05-07
2025Q2,ACCO,712034,2025-05-01
2025Q2,ACDC,0001881487,2025-05-07
2025Q2,ACGL,947484,2025-04-29
2025Q2,ACH,75252,2025-05-08
2025Q2,ACIW,935036,2025-05-08
2025Q2,ACLS,1113232,2025-05-06
2025Q2,ACT,1823529,2025-04-30
2025Q2,ACVA,1637873,2025-05-07
2025Q2,ADBE,796343,2025-06-12
2025Q2,ADEA,1803696,2025-05-05
2025Q2,ADI,6281,2025-05-22
2025Q2,ADNT,1670541,2025-05-07
2025Q2,ADTN,926282,2025-05-08
2025Q2,ADUS,1468328,2025-05-05
2025Q2,ADV,1776661,2025-05-12
2025Q2,AEE,1002910,2025-05-01
2025Q2,AEIS,927003,2025-04-30
2025Q2,AEO,919012,2025-05-13
2025Q2,AEP,4904,2025-05-06
2025Q2,AES,874761,2025-05-01
2025Q2,AESI,0001984060,2025-05-05
2025Q2,AFL,4977,2025-04-30
2025Q2,AFRM,1820953,2025-05-08
2025Q2,AGX,100591,2025-06-04
2025Q2,AGYS,78749,2025-05-19
2025Q2,AHCO,1725255,2025-05-06
2025Q2,AHR,1632970,2025-05-08
2025Q2,AHRT,1569187,2025-05-07
2025Q2,AI,1577526,2025-05-28
2025Q2,AIOT,1774170,2025-05-23
2025Q2,AJG,354190,2025-05-01
2025Q2,AKAM,1086222,2025-05-08
2025Q2,ALB,915913,2025-04-30
2025Q2,ALG,897077,2025-05-08
2025Q2,ALGM,866291,2025-05-08
2025Q2,ALGN,1097149,2025-04-30
2025Q2,ALGT,1362468,2025-05-06
2025Q2,ALKS,1520262,2025-05-01
2025Q2,ALLE,1579241,2025-04-24
2025Q2,ALRM,1459200,2025-05-08
2025Q2,ALTG,1759824,2025-05-07
2025Q2,AMC,1411579,2025-05-07
2025Q2,AMCX,1514991,2025-05-09
2025Q2,AMD,2488,2025-05-06
2025Q2,AME,1037868,2025-05-01
2025Q2,AMKR,1047127,2025-04-28
2025Q2,AMN,1142750,2025-05-08
2025Q2,AMPH,1297184,2025-05-07
2025Q2,AMR,1704715,2025-05-09
2025Q2,AMRX,1723128,2025-05-02
2025Q2,AMT,1053507,2025-04-29
