quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons,elapsed_seconds
2026Q1,A,1090872,ok,1,2026-02-25,0001090872-26-000015,a-20260225.htm,exhibit991-q126pressrelease.htm,1,10-Q,2026-03-03,0001090872-26-000023,a-20260131.htm,1,1,True,True,True,,ready,2.78
2026Q1,AAP,1158449,ok,1,2026-02-13,0001193125-26-049776,aap-20260213.htm,aap-ex99_1.htm,1,10-K,2026-02-13,0001193125-26-051305,aap-20260103.htm,1,1,True,True,True,,ready,2.82
2026Q1,AAT,1500217,ok,1,2026-02-03,0001500217-26-000004,aat-20260203.htm,a4q25earningsrelease.htm,1,10-K,2026-02-06,0001500217-26-000008,aat-20251231.htm,1,1,True,True,True,,ready,8.77
2026Q1,ABG,1144980,ok,1,2026-02-05,0001144980-26-000007,abg-20260205.htm,a2025q4ex991.htm,1,10-K,2026-02-20,0001144980-26-000051,abg-20251231.htm,1,1,True,True,True,,ready,3.11
2026Q1,ABM,771497,ok,1,2026-03-10,0001193125-26-099334,abm-20260310.htm,abm-ex99_1.htm,1,10-Q,2026-03-10,0000771497-26-000001,abm-20260131.htm,1,1,True,True,True,,ready,2.98
2026Q1,ABNB,1559720,ok,1,2026-02-12,0001193125-26-048670,d58192d8k.htm,d58192dex991.htm,1,10-K,2026-02-12,0001559720-26-000004,abnb-20251231.htm,1,1,True,True,True,,ready,2.35
2026Q1,ACA,1739445,ok,2,2026-02-25;2026-02-26,0001739445-26-000007;0001739445-26-000027,aca-20260224.htm;aca-20260223.htm,exh991pressrelease-bargesa.htm;exh991earningsrelease12312.htm,2,10-K,2026-02-27,0001739445-26-000029,aca-20251231.htm,2,2,True,True,True,,ready,3.11
2026Q1,ACAD,1070494,ok,2,2026-01-13;2026-02-25,0001193125-26-011706;0001193125-26-071674,acad-20260113.htm;acad-20260225.htm,acad-ex99_1.htm,1,10-K,2026-02-26,0001193125-26-072519,acad-20251231.htm,2,1,True,True,True,,ready,3.17
2026Q1,ACCO,712034,ok,1,2026-03-09,0001193125-26-097823,acco-20260309.htm,acco-ex99_1.htm,1,10-K,2026-03-09,0001193125-26-098616,acco-20251231.htm,1,1,True,True,True,,ready,3.17
2026Q1,ACDC,0001881487,ok,1,2026-03-12,0001104659-26-026624,tm268606d1_8k.htm,tm268606d1_ex99-1.htm,1,10-K,2026-03-13,0001193125-26-106120,acdc-20251231.htm,1,1,True,True,True,,ready,2.59
2026Q1,ACGL,947484,ok,1,2026-02-09,0000947484-26-000010,acgl-20260209.htm,ex-991release123125.htm;ex-992supplement123125.htm,2,10-K,2026-02-26,0000947484-26-000017,acgl-20251231.htm,1,2,True,True,True,,ready,4.75
2026Q1,ACH,75252,ok,1,2026-02-19,0001104659-26-017541,omi-20260219x8k.htm,omi-20260219xex99d1.htm;omi-20260219xex99d2.htm,2,10-K,2026-02-20,0001104659-26-018169,omi-20251231x10k.htm,1,2,True,True,True,,ready,3.37
2026Q1,ACIW,935036,ok,1,2026-02-26,0000935036-26-000009,aciw-20260223.htm,aciw-20260226_ex991.htm;aciw-20260226_ex992.htm,2,10-K,2026-02-26,0000935036-26-000011,aciw-20251231.htm,1,2,True,True,True,,ready,3.50
2026Q1,ACLS,1113232,ok,1,2026-02-17,0001104659-26-016391,tm265450d5_8k.htm,tm265450d5_ex99-1.htm,1,10-K,2026-02-26,0001104659-26-020461,acls-20251231x10k.htm,1,1,True,True,True,,ready,2.67
2026Q1,ACT,1823529,ok,1,2026-02-03,0001823529-26-000003,act-20260203.htm,a4q25earningsrelease.htm,1,10-K,2026-02-27,0001823529-26-000060,act-20251231.htm,1,1,True,True,True,,ready,2.34
2026Q1,ACVA,1637873,ok,1,2026-02-23,0001637873-26-000010,acva-20260223.htm,q4-25earningspressrelease.htm,1,10-K,2026-02-23,0001637873-26-000011,acva-20251231.htm,1,1,True,True,True,,ready,2.19
2026Q1,ADBE,796343,ok,1,2026-03-12,0000796343-26-000048,adbe-20260309.htm,adbeex991q126.htm;adbeex992q126.htm;adbeex993q126.htm,3,10-Q,2026-03-25,0000796343-26-000056,adbe-20260227.htm,1,2,True,True,True,earnings_exhibit:exhibit_not_earnings_like,ready,3.11
2026Q1,ADEA,1803696,ok,1,2026-02-23,0001193125-26-063996,adea-20260223.htm,adea-ex99_1.htm,1,10-K,2026-02-26,0001193125-26-076549,adea-20251231.htm,1,1,True,True,True,,ready,2.17
2026Q1,ADI,6281,ok,1,2026-02-18,0000006281-26-000015,adi-20260217.htm,adi1q26ex992dividendpressr.htm;adi1q26exhibit991earnings.htm,2,10-Q,2026-02-18,0000006281-26-000016,adi-20260131.htm,1,2,True,True,True,,ready,3.07
2026Q1,ADNT,1670541,ok,1,2026-02-04,0001670541-26-000022,adnt-20260204.htm,a02042026adientform8-kex991.htm,1,10-Q,2026-02-04,0001670541-26-000024,adnt-20251231.htm,1,1,True,True,True,,ready,2.25
2026Q1,ADSK,769397,ok,1,2026-02-26,0000769397-26-000010,adsk-20260226.htm,q426pressrelease.htm,1,10-K,2026-03-03,0000769397-26-000015,adsk-20260131.htm,1,1,True,True,True,,ready,2.86
2026Q1,ADTN,926282,ok,2,2026-01-22;2026-02-26,0001193125-26-018367;0001193125-26-073361,adtn-20260121.htm;adtn-20260225.htm,adtn-ex99_1.htm;adtn-ex99_2.htm;adtn-ex99_1.htm;adtn-ex99_2.htm,4,10-K,2026-02-26,0001193125-26-073878,adtn-20251231.htm,2,4,True,True,True,,ready,5.66
2026Q1,ADUS,1468328,ok,1,2026-02-23,0001437749-26-005106,adus20260220_8k.htm,ex_923710.htm,1,10-K,2026-02-24,0001437749-26-005352,adus20251231_10k.htm,1,1,True,True,True,,ready,2.21
2026Q1,ADV,1776661,ok,1,2026-03-03,0001193125-26-086633,adv-20260303.htm,adv-ex99_1.htm;adv-ex99_2.htm,2,10-K,2026-03-03,0001193125-26-088543,adv-20251231.htm,1,2,True,True,True,,ready,3.68
