quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons
2022Q2,A,1090872,ok,1,2022-05-24,0001090872-22-000010,a-20220524.htm,exhibit991-q222pressrelease.htm,1,10-Q,2022-05-31,0001090872-22-000012,a-20220430.htm,1,1,True,True,True,,ready
2022Q2,AAP,1158449,ok,1,2022-05-23,0001158449-22-000167,aap-20220523.htm,aap_exhibit991xq1x2022.htm,1,10-Q,2022-05-24,0001158449-22-000176,aap-20220423.htm,1,1,True,True,True,,ready
2022Q2,AAT,1500217,ok,1,2022-04-26,0001500217-22-000038,aat-20220426.htm,a1q22earningsreleaseng.htm,1,10-Q,2022-04-29,0001500217-22-000041,aat-20220331.htm,1,1,True,True,True,,ready
2022Q2,ABG,1144980,ok,1,2022-04-28,0001144980-22-000120,abg-20220428.htm,a2022q1ex991update.htm,1,10-Q,2022-05-04,0001144980-22-000128,abg-20220331.htm,1,1,True,True,True,,ready
2022Q2,ABM,771497,ok,1,2022-06-08,0001104659-22-069312,tm2217949d1_8k.htm,tm2217949d1_ex99-1.htm,1,10-Q,2022-06-09,0000771497-22-000013,abm-20220430.htm,1,1,True,True,True,,ready
2022Q2,ABNB,1559720,ok,1,2022-05-03,0001193125-22-138654,d711122d8k.htm,d711122dex991.htm,1,10-Q,2022-05-09,0001559720-22-000009,abnb-20220331.htm,1,1,True,True,True,,ready
2022Q2,ACA,1739445,ok,1,2022-04-28,0001739445-22-000032,aca-20220428.htm,exh991earningsrelease03312.htm,1,10-Q,2022-04-29,0001739445-22-000034,aca-20220331.htm,1,1,True,True,True,,ready
2022Q2,ACAD,1070494,ok,1,2022-05-04,0000950170-22-007402,acad-20220504.htm,acad-ex99_1.htm,1,10-Q,2022-05-05,0000950170-22-007468,acad-20220331.htm,1,1,True,True,True,,ready
2022Q2,ACCO,712034,ok,1,2022-04-26,0000950170-22-006220,acco-20220426.htm,acco-ex99_1.htm,1,10-Q,2022-04-27,0000950170-22-006347,acco-20220331.htm,1,1,True,True,True,,ready
2022Q2,ACDC,0001881487,ok,1,2022-06-17,0001564590-22-023485,pfhc-8k_20220616.htm,d290353dex991.htm,1,10-Q,2022-06-24,0001564590-22-024201,pfhc-10q_20220331.htm,1,1,True,True,True,,ready
2022Q2,ACGL,947484,ok,1,2022-04-27,0000947484-22-000031,acgl-20220427.htm,ex-991release33122.htm;ex-992supplement33122.htm,2,10-Q,2022-05-04,0000947484-22-000037,acgl-20220331.htm,1,2,True,True,True,,ready
2022Q2,ACH,75252,ok,1,2022-05-03,0000075252-22-000029,omi-20220503.htm,a1q228kprearnings.htm;omi_earningsslidesx1q22x.htm,2,10-Q,2022-05-04,0000075252-22-000030,omi-20220331.htm,1,2,True,True,True,,ready
2022Q2,ACIW,935036,ok,1,2022-05-05,0000935036-22-000016,aciw-20220505.htm,aciw-20220505ex_991.htm;aciw-20220505ex_992.htm,2,10-Q,2022-05-05,0000935036-22-000018,aciw-20220331.htm,1,2,True,True,True,,ready
2022Q2,ACLS,1113232,ok,1,2022-05-04,0001104659-22-055823,tm2213765d2_8k.htm,tm2213765d2_ex99-1.htm,1,10-Q,2022-05-05,0001558370-22-007307,acls-20220331x10q.htm,1,1,True,True,True,,ready
