quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons
2023Q2,A,1090872,ok,1,2023-05-23,0001090872-23-000008,a-20230523.htm,exhibit991-q223pressrelease.htm,1,10-Q,2023-05-26,0001090872-23-000010,a-20230430.htm,1,1,True,True,True,,ready
2023Q2,AAP,1158449,ok,1,2023-05-31,0001158449-23-000136,aap-20230524.htm,aap_exhibit991xq1x20231.htm,1,10-Q,2023-06-06,0001158449-23-000142,aap-20230422.htm,1,1,True,True,True,,ready
2023Q2,AAT,1500217,ok,1,2023-04-25,0001500217-23-000030,aat-20230425.htm,a1q23earningsreleaseng.htm,1,10-Q,2023-04-28,0001500217-23-000032,aat-20230331.htm,1,1,True,True,True,,ready
2023Q2,ABG,1144980,ok,1,2023-04-25,0001144980-23-000104,abg-20230425.htm,a2023q1ex991.htm,1,10-Q,2023-04-28,0001144980-23-000107,abg-20230331.htm,1,1,True,True,True,,ready
2023Q2,ABM,771497,ok,1,2023-06-06,0000950170-23-026534,abm-20230606.htm,abm-ex99_1.htm,1,10-Q,2023-06-07,0000771497-23-000012,abm-20230430.htm,1,1,True,True,True,,ready
2023Q2,ABNB,1559720,ok,1,2023-05-09,0001193125-23-139392,d453262d8k.htm,d453262dex991.htm,1,10-Q,2023-05-09,0001559720-23-000010,abnb-20230331.htm,1,1,True,True,True,,ready
2023Q2,ACA,1739445,ok,1,2023-04-27,0001739445-23-000061,aca-20230427.htm,exh991earningsrelease03312.htm,1,10-Q,2023-04-28,0001739445-23-000063,aca-20230331.htm,1,1,True,True,True,,ready
2023Q2,ACAD,1070494,ok,1,2023-05-08,0000950170-23-018800,acad-20230508.htm,acad-ex99_1.htm,1,10-Q,2023-05-08,0000950170-23-018927,acad-20230331.htm,1,1,True,True,True,,ready
2023Q2,ACCO,712034,ok,1,2023-05-04,0000950170-23-017927,acco-20230504.htm,acco-ex99_1.htm,1,10-Q,2023-05-05,0000950170-23-018216,acco-20230331.htm,1,1,True,True,True,,ready
2023Q2,ACDC,0001881487,ok,1,2023-05-10,0000950170-23-020006,acdc-20230509.htm,acdc-ex99_1.htm,1,10-Q,2023-05-12,0000950170-23-021796,acdc-20230331.htm,1,1,True,True,True,,ready
