quarter,ticker,event_date,event_accession,extraction_source,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,primary_text_len,exhibit_text_len,semantic_text_len,semantic_parse_status,table_count,json_path
2024Q3,CVNA,2024-07-31,0001690820-24-000270,sec_parser_table_xbrl,6,6,6,6,3676,63588,62576,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CVNA/CVNA_2024-07-31_000169082024000270.json
2024Q3,CVSA,2024-08-06,0001558370-24-011090,sec_parser_table_xbrl,6,4,6,6,5131,39087,34621,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CVSA/CVSA_2024-08-06_000155837024011090.json
2024Q3,CWH,2024-07-31,0001558370-24-010477,sec_parser_table_xbrl,6,3,6,6,3638,58711,54905,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CWH/CWH_2024-07-31_000155837024010477.json
2024Q3,CWK,2024-07-29,0001628369-24-000013,sec_parser_table_xbrl,6,5,6,6,3500,51731,50473,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CWK/CWK_2024-07-29_000162836924000013.json
2024Q3,CWST,2024-08-01,0000911177-24-000076,sec_parser_table_xbrl,6,6,6,6,4816,41005,40471,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CWST/CWST_2024-08-01_000091117724000076.json
2024Q3,CWT,2024-08-01,0001104659-24-084688,sec_parser_table_xbrl,6,3,6,6,4163,36686,37562,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CWT/CWT_2024-08-01_000110465924084688.json
2024Q3,CXM,2024-09-04,0001569345-24-000044,sec_parser_table_xbrl,6,4,6,6,3491,22022,21636,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CXM/CXM_2024-09-04_000156934524000044.json
2024Q3,CXW,2024-08-07,0001193125-24-195876,sec_parser_table_xbrl,6,3,6,6,3198,31848,31824,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CXW/CXW_2024-08-07_000119312524195876.json
2024Q3,CYH,2024-07-24,0000950170-24-086087,sec_parser_table_xbrl,6,6,6,6,4217,49286,49128,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CYH/CYH_2024-07-24_000095017024086087.json
2024Q3,CZR,2024-07-30,0001590895-24-000122,sec_parser_table_xbrl,6,3,6,6,3509,18130,17793,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/CZR/CZR_2024-07-30_000159089524000122.json
2024Q3,D,2024-08-01,0000950170-24-088954,sec_parser_table_xbrl,6,6,6,6,2848,23183,23109,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/D/D_2024-08-01_000095017024088954.json
2024Q3,DAN,2024-07-31,0001193125-24-189452,sec_parser_table_xbrl,6,6,6,6,3208,47749,47736,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DAN/DAN_2024-07-31_000119312524189452.json
2024Q3,DASH,2024-08-01,0001628280-24-034129,sec_parser_table_xbrl,6,6,6,6,4276,38089,37441,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DASH/DASH_2024-08-01_000162828024034129.json
2024Q3,DBD,2024-08-07,0000028823-24-000074,sec_parser_table_xbrl,6,6,6,6,3383,46286,44679,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DBD/DBD_2024-08-07_000002882324000074.json
2024Q3,DBI,2024-09-11,0001319947-24-000043,sec_parser_table_xbrl,6,4,6,6,3417,26723,26187,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DBI/DBI_2024-09-11_000131994724000043.json
2024Q3,DBX,2024-08-08,0001467623-24-000039,sec_parser_table_xbrl,6,3,6,6,3757,28743,28111,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DBX/DBX_2024-08-08_000146762324000039.json
2024Q3,DCGO,2024-08-07,0001822359-24-000079,sec_parser_table_xbrl,6,6,6,6,4104,35204,34464,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DCGO/DCGO_2024-08-07_000182235924000079.json
2024Q3,DCH,2024-08-09,0001062231-24-000082,sec_parser_table_xbrl,6,1,6,6,3006,23514,23245,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DCH/DCH_2024-08-09_000106223124000082.json
2024Q3,DCO,2024-08-08,0001628280-24-035845,sec_parser_table_xbrl,6,2,6,6,2998,32528,32024,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DCO/DCO_2024-08-08_000162828024035845.json
2024Q3,DD,2024-07-31,0001666700-24-000028,sec_parser_table_xbrl,6,6,6,6,3659,45569,44624,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DD/DD_2024-07-31_000166670024000028.json
2024Q3,DDD,2024-08-13,0001193125-24-199841,sec_parser_table_xbrl,0,6,6,6,3324,25967,25953,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DDD/DDD_2024-08-13_000119312524199841.json
2024Q3,DDOG,2024-08-08,0001561550-24-000109,sec_parser_table_xbrl,6,6,6,6,3458,29647,29016,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DDOG/DDOG_2024-08-08_000156155024000109.json
2024Q3,DECK,2024-07-25,0000910521-24-000037,sec_parser_table_xbrl,6,6,6,6,3684,13325,13260,sec_parser,2,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DECK/DECK_2024-07-25_000091052124000037.json
2024Q3,DEI,2024-08-08,0001364250-24-000037,sec_parser_table_xbrl,6,6,6,6,3216,64827,63738,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DEI/DEI_2024-08-08_000136425024000037.json
2024Q3,DFIN,2024-07-31,0000950170-24-088229,sec_parser_table_xbrl,6,2,6,6,3162,36908,36821,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DFIN/DFIN_2024-07-31_000095017024088229.json
2024Q3,DG,2024-08-29,0001104659-24-094354,sec_parser_table_xbrl,6,6,6,6,4832,28186,28412,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DG/DG_2024-08-29_000110465924094354.json
2024Q3,DGII,2024-08-07,0000854775-24-000027,sec_parser_table_xbrl,6,5,6,6,3521,20144,19953,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DGII/DGII_2024-08-07_000085477524000027.json
2024Q3,DGX,2024-07-23,0001022079-24-000153,sec_parser_table_xbrl,6,6,6,6,2928,20810,20292,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DGX/DGX_2024-07-23_000102207924000153.json
2024Q3,DHR,2024-07-23,0000313616-24-000188,sec_parser_table_xbrl,6,6,6,6,4557,25943,25703,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DHR/DHR_2024-07-23_000031361624000188.json
2024Q3,DIN,2024-08-07,0001193125-24-195411,sec_parser_table_xbrl,6,6,6,6,3518,38405,38376,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DIN/DIN_2024-08-07_000119312524195411.json
2024Q3,DIOD,2024-08-08,0000950170-24-094168,sec_parser_table_xbrl,6,5,6,6,6722,55962,55915,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DIOD/DIOD_2024-08-08_000095017024094168.json
2024Q3,DK,2024-08-06,0001694426-24-000106,sec_parser_table_xbrl,6,5,6,6,4604,80052,79679,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DK/DK_2024-08-06_000169442624000106.json
2024Q3,DLR,2024-07-25,0001558370-24-010180,sec_parser_table_xbrl,6,6,6,6,5892,171490,158602,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DLR/DLR_2024-07-25_000155837024010180.json
2024Q3,DLTR,2024-09-04,0000935703-24-000039,sec_parser_table_xbrl,6,6,6,6,3589,34938,34092,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DLTR/DLTR_2024-09-04_000093570324000039.json
2024Q3,DLX,2024-07-31,0000027996-24-000139,sec_parser_table_xbrl,6,6,6,4,3435,23744,23412,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DLX/DLX_2024-07-31_000002799624000139.json
2024Q3,DNOW,2024-08-07,0001193125-24-195396,sec_parser_table_xbrl,6,0,6,6,3400,10472,10471,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DNOW/DNOW_2024-08-07_000119312524195396.json
2024Q3,DNUT,2024-08-08,0001857154-24-000088,sec_parser_table_xbrl,6,5,6,6,3408,35371,34573,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DNUT/DNUT_2024-08-08_000185715424000088.json
2024Q3,DOC,2024-07-25,0001628280-24-032991,sec_parser_table_xbrl,6,6,6,6,5036,50500,50937,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DOC/DOC_2024-07-25_000162828024032991.json
2024Q3,DOCN,2024-08-08,0001582961-24-000120,sec_parser_table_xbrl,6,6,6,6,3457,30239,29824,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DOCN/DOCN_2024-08-08_000158296124000120.json
2024Q3,DOCU,2024-09-05,0001261333-24-000118,sec_parser_table_xbrl,6,4,6,6,3745,32006,31283,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DOCU/DOCU_2024-09-05_000126133324000118.json
2024Q3,DOV,2024-07-25,0000029905-24-000033,sec_parser_table_xbrl,6,6,6,6,3882,31665,30778,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DOV/DOV_2024-07-25_000002990524000033.json
2024Q3,DPZ,2024-07-18,0000950170-24-084430,sec_parser_table_xbrl,6,6,6,6,3145,34632,34568,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DPZ/DPZ_2024-07-18_000095017024084430.json
2024Q3,DRH,2024-08-01,0001298946-24-000091,sec_parser_table_xbrl,6,6,6,6,5498,55409,52901,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DRH/DRH_2024-08-01_000129894624000091.json
2024Q3,DRI,2024-09-19,0000940944-24-000044,sec_parser_table_xbrl,6,5,6,6,3734,14841,14613,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DRI/DRI_2024-09-19_000094094424000044.json
2024Q3,DRS,2024-07-30,0001628280-24-033350,sec_parser_table_xbrl,6,5,6,6,4118,26790,26425,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DRS/DRS_2024-07-30_000162828024033350.json
2024Q3,DRVN,2024-08-01,0001193125-24-190597,sec_parser_table_xbrl,6,6,6,6,8182,31417,31342,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DRVN/DRVN_2024-08-01_000119312524190597.json
2024Q3,DSGR,2024-08-01,0000703604-24-000077,sec_parser_table_xbrl,6,5,6,6,2948,24064,23632,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DSGR/DSGR_2024-08-01_000070360424000077.json
2024Q3,DTE,2024-07-25,0000936340-24-000176,sec_parser_table_xbrl,6,6,6,2,5994,38996,39402,sec_parser,4,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DTE/DTE_2024-07-25_000093634024000176.json
2024Q3,DUK,2024-08-06,0001326160-24-000164,sec_parser_table_xbrl,6,6,6,6,4277,77941,75109,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DUK/DUK_2024-08-06_000132616024000164.json
2024Q3,DUOL,2024-08-07,0001562088-24-000203,sec_parser_table_xbrl,6,6,6,0,3410,22406,22191,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DUOL/DUOL_2024-08-07_000156208824000203.json
2024Q3,DVA,2024-08-06,0000927066-24-000126,sec_parser_table_xbrl,6,6,6,6,3408,51720,50678,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DVA/DVA_2024-08-06_000092706624000126.json
2024Q3,DVN,2024-08-06,0001193125-24-194945,sec_parser_table_xbrl,6,6,6,6,3730,37343,37315,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DVN/DVN_2024-08-06_000119312524194945.json
2024Q3,DXLG,2024-08-29,0000950170-24-101579,sec_parser_table_xbrl,6,6,6,6,3262,26548,26524,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DXLG/DXLG_2024-08-29_000095017024101579.json
2024Q3,DXPE,2024-08-08,0001020710-24-000070,sec_parser_table_xbrl,6,0,6,5,3835,20110,19792,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DXPE/DXPE_2024-08-08_000102071024000070.json
2024Q3,DY,2024-08-21,0000067215-24-000035,sec_parser_table_xbrl,6,6,6,6,6159,43380,43865,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/DY/DY_2024-08-21_000006721524000035.json
2024Q3,EA,2024-07-30,0000712515-24-000027,sec_parser_table_xbrl,6,6,6,6,3943,25548,24826,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EA/EA_2024-07-30_000071251524000027.json
2024Q3,EAT,2024-08-14,0000703351-24-000027,sec_parser_table_xbrl,6,6,6,6,3389,25157,24491,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EAT/EAT_2024-08-14_000070335124000027.json
2024Q3,EBAY,2024-07-31,0001065088-24-000143,sec_parser_table_xbrl,6,6,6,6,3481,36600,36035,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EBAY/EBAY_2024-07-31_000106508824000143.json
2024Q3,EBF,2024-09-23,0000950170-24-108690,sec_parser_table_xbrl,5,0,6,6,5247,11964,11952,sec_parser,2,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EBF/EBF_2024-09-23_000095017024108690.json
2024Q3,EBS,2024-08-06,0001367644-24-000142,sec_parser_table_xbrl,6,6,6,6,4405,50291,48964,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EBS/EBS_2024-08-06_000136764424000142.json
2024Q3,ECL,2024-07-30,0001558370-24-010319,sec_parser_table_xbrl,6,6,6,6,4597,77966,73644,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ECL/ECL_2024-07-30_000155837024010319.json
2024Q3,ECPG,2024-08-07,0001084961-24-000082,sec_parser_table_xbrl,5,3,6,5,5975,18669,18477,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ECPG/ECPG_2024-08-07_000108496124000082.json
2024Q3,ECVT,2024-08-01,0001708035-24-000097,sec_parser_table_xbrl,6,6,6,6,3493,40294,39690,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ECVT/ECVT_2024-08-01_000170803524000097.json
2024Q3,ED,2024-08-01,0001047862-24-000048,sec_parser_table_xbrl,6,6,6,6,3640,52309,53687,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ED/ED_2024-08-01_000104786224000048.json
2024Q3,EE,2024-08-07,0000950170-24-092958,sec_parser_table_xbrl,6,6,6,6,3430,24856,24840,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EE/EE_2024-08-07_000095017024092958.json
2024Q3,EEFT,2024-07-19,0001213900-24-062722,sec_parser_table_xbrl,6,3,6,6,3508,22502,22326,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EEFT/EEFT_2024-07-19_000121390024062722.json
2024Q3,EEX,2024-08-07,0000950170-24-092231,sec_parser_table_xbrl,6,6,6,6,3660,45429,45361,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EEX/EEX_2024-08-07_000095017024092231.json
2024Q3,EFX,2024-07-17,0000033185-24-000042,sec_parser_table_xbrl,6,6,6,6,3080,45988,45494,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EFX/EFX_2024-07-17_000003318524000042.json
2024Q3,EG,2024-07-31,0001095073-24-000032,sec_parser_table_xbrl,6,1,6,6,4227,23465,22799,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EG/EG_2024-07-31_000109507324000032.json
2024Q3,EHAB,2024-07-15,0001803737-24-000120,sec_parser_table_xbrl,1,1,6,6,3558,8896,8871,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EHAB/EHAB_2024-07-15_000180373724000120.json
2024Q3,EIG,2024-07-31,0001379041-24-000141,sec_parser_table_xbrl,6,1,6,6,3710,31113,30500,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EIG/EIG_2024-07-31_000137904124000141.json
2024Q3,EIX,2024-07-25,0000827052-24-000054,sec_parser_table_xbrl,6,6,6,6,7543,87427,86815,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EIX/EIX_2024-07-25_000082705224000054.json
2024Q3,EMBC,2024-08-09,0001872789-24-000026,sec_parser_table_xbrl,6,6,6,6,2834,32646,32116,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EMBC/EMBC_2024-08-09_000187278924000026.json
2024Q3,EME,2024-07-25,0000105634-24-000031,sec_parser_table_xbrl,6,6,6,3,3320,18050,17783,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EME/EME_2024-07-25_000010563424000031.json
2024Q3,EMR,2024-08-07,0000032604-24-000035,sec_parser_table_xbrl,6,6,6,6,5523,25972,24947,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EMR/EMR_2024-08-07_000003260424000035.json
2024Q3,ENOV,2024-08-07,0001420800-24-000019,sec_parser_table_xbrl,6,5,6,6,3232,24245,23787,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ENOV/ENOV_2024-08-07_000142080024000019.json
2024Q3,ENPH,2024-07-23,0001463101-24-000116,sec_parser_table_xbrl,6,6,6,6,4057,26974,26417,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ENPH/ENPH_2024-07-23_000146310124000116.json
2024Q3,ENR,2024-08-06,0001632790-24-000060,sec_parser_table_xbrl,6,6,6,6,3267,62233,61826,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ENR/ENR_2024-08-06_000163279024000060.json
2024Q3,ENS,2024-08-07,0001289308-24-000029,sec_parser_table_xbrl,6,6,6,6,3352,42532,42060,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ENS/ENS_2024-08-07_000128930824000029.json
2024Q3,ENSG,2024-07-25,0001125376-24-000136,sec_parser_table_xbrl,6,6,6,6,6878,45074,44128,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ENSG/ENSG_2024-07-25_000112537624000136.json
2024Q3,ENTG,2024-07-31,0001101302-24-000049,sec_parser_table_xbrl,6,6,6,6,3976,65567,65202,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ENTG/ENTG_2024-07-31_000110130224000049.json
2024Q3,ENVA,2024-07-23,0000950170-24-085640,sec_parser_table_xbrl,6,2,6,6,3535,20177,20123,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ENVA/ENVA_2024-07-23_000095017024085640.json
2024Q3,EPAM,2024-08-08,0001352010-24-000024,sec_parser_table_xbrl,6,6,6,6,4078,27362,26991,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EPAM/EPAM_2024-08-08_000135201024000024.json
2024Q3,EPC,2024-08-06,0001628280-24-034922,sec_parser_table_xbrl,6,6,6,6,3660,33054,32333,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EPC/EPC_2024-08-06_000162828024034922.json
2024Q3,EPM,2024-09-10,0001558370-24-012701,sec_parser_table_xbrl,6,5,6,6,5001,38747,35870,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EPM/EPM_2024-09-10_000155837024012701.json
2024Q3,EQIX,2024-08-07,0001628280-24-035620,sec_parser_table_xbrl,6,6,6,6,3894,49240,47502,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EQIX/EQIX_2024-08-07_000162828024035620.json
2024Q3,EQR,2024-07-29,0000950170-24-087329,sec_parser_table_xbrl,6,6,6,6,3635,81105,80879,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EQR/EQR_2024-07-29_000095017024087329.json
2024Q3,ERIE,2024-07-25,0000922621-24-000018,sec_parser_table_xbrl,6,1,6,6,3697,25456,25315,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ERIE/ERIE_2024-07-25_000092262124000018.json
2024Q3,ES,2024-07-31,0001104659-24-084368,sec_parser_table_xbrl,6,5,6,6,6770,32640,33466,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ES/ES_2024-07-31_000110465924084368.json
2024Q3,ESE,2024-08-07,0001104659-24-086768,sec_parser_table_xbrl,6,4,6,6,13298,27858,28223,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ESE/ESE_2024-08-07_000110465924086768.json
2024Q3,ESRT,2024-07-24,0001104659-24-082370,sec_parser_table_xbrl,6,6,6,6,20871,102409,102917,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ESRT/ESRT_2024-07-24_000110465924082370.json
2024Q3,ESS,2024-07-30,0001140361-24-034917,sec_parser_table_xbrl,6,6,6,6,4159,79831,80419,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ESS/ESS_2024-07-30_000114036124034917.json
2024Q3,ETN,2024-08-01,0001551182-24-000033,sec_parser_table_xbrl,6,6,6,6,2823,20859,20524,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ETN/ETN_2024-08-01_000155118224000033.json
2024Q3,ETR,2024-08-01,0000065984-24-000090,sec_parser_table_xbrl,6,6,6,6,6472,76024,74019,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ETR/ETR_2024-08-01_000006598424000090.json
2024Q3,EVCM,2024-08-06,0001853145-24-000044,sec_parser_table_xbrl,6,6,6,6,10835,22398,22177,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EVCM/EVCM_2024-08-06_000185314524000044.json
2024Q3,EVER,2024-08-05,0000950170-24-090730,sec_parser_table_xbrl,6,4,6,6,4189,33624,33587,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EVER/EVER_2024-08-05_000095017024090730.json
2024Q3,EVH,2024-08-08,0001628908-24-000089,sec_parser_table_xbrl,6,6,6,6,3609,42230,41596,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EVH/EVH_2024-08-08_000162890824000089.json
2024Q3,EVRG,2024-08-09,0001193125-24-197470,sec_parser_table_xbrl,6,6,6,6,6074,16646,16609,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EVRG/EVRG_2024-08-09_000119312524197470.json
2024Q3,EVTC,2024-07-31,0001559865-24-000041,sec_parser_table_xbrl,6,4,6,6,3666,34927,34437,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EVTC/EVTC_2024-07-31_000155986524000041.json
2024Q3,EW,2024-07-24,0001099800-24-000069,sec_parser_table_xbrl,6,6,6,6,8709,39478,38861,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EW/EW_2024-07-24_000109980024000069.json
2024Q3,EXAS,2024-07-31,0001124140-24-000067,sec_parser_table_xbrl,6,3,6,6,3535,31911,31387,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXAS/EXAS_2024-07-31_000112414024000067.json
2024Q3,EXC,2024-08-01,0001109357-24-000154,sec_parser_table_xbrl,6,6,6,6,10138,109519,108567,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXC/EXC_2024-08-01_000110935724000154.json
2024Q3,EXE,2024-07-29,0000895126-24-000106,sec_parser_table_xbrl,6,6,6,6,4350,30475,29920,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXE/EXE_2024-07-29_000089512624000106.json
2024Q3,EXEL,2024-08-06,0000939767-24-000116,sec_parser_table_xbrl,6,5,6,5,4074,27614,27524,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXEL/EXEL_2024-08-06_000093976724000116.json
2024Q3,EXLS,2024-08-01,0001297989-24-000006,sec_parser_table_xbrl,6,6,6,6,3468,21447,21245,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXLS/EXLS_2024-08-01_000129798924000006.json
2024Q3,EXPD,2024-08-06,0000950170-24-091438,sec_parser_table_xbrl,6,0,6,6,3669,20012,19944,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXPD/EXPD_2024-08-06_000095017024091438.json
2024Q3,EXPE,2024-08-08,0001324424-24-000036,sec_parser_table_xbrl,6,1,6,6,3679,40560,39542,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXPE/EXPE_2024-08-08_000132442424000036.json
2024Q3,EXPI,2024-07-31,0001558370-24-010472,sec_parser_table_xbrl,6,1,6,6,4349,20172,19700,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXPI/EXPI_2024-07-31_000155837024010472.json
2024Q3,EXR,2024-07-30,0001628280-24-033498,sec_parser_table_xbrl,6,6,6,6,3462,35637,35019,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXR/EXR_2024-07-30_000162828024033498.json
2024Q3,EXTR,2024-08-07,0000950170-24-092273,sec_parser_table_xbrl,6,6,6,6,3622,36228,36101,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EXTR/EXTR_2024-08-07_000095017024092273.json
2024Q3,EYE,2024-08-07,0001710155-24-000050,sec_parser_table_xbrl,6,6,6,6,3896,52408,51849,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EYE/EYE_2024-08-07_000171015524000050.json
2024Q3,EZPW,2024-07-31,0000876523-24-000028,sec_parser_table_xbrl,6,4,6,6,5655,29305,28572,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/EZPW/EZPW_2024-07-31_000087652324000028.json
2024Q3,FA,2024-08-08,0000950170-24-093275,sec_parser_table_xbrl,6,6,6,6,7803,31302,31195,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/FA/FA_2024-08-08_000095017024093275.json
