quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons,elapsed_seconds
2024Q1,A,1090872,ok,1,2024-02-27,0001090872-24-000006,a-20240227.htm,exhibit991-q124pressrelease.htm,1,10-Q,2024-03-05,0001090872-24-000011,a-20240131.htm,1,1,True,True,True,,ready,1.94
2024Q1,AAP,1158449,ok,1,2024-02-28,0001158449-24-000028,aap-20240228.htm,aap_exhibit991xq4x2023.htm,1,10-K,2024-03-12,0001158449-24-000048,aap-20231230.htm,1,1,True,True,True,,ready,2.18
2024Q1,AAT,1500217,ok,1,2024-02-06,0001500217-24-000003,aat-20240206.htm,a4q23earningsreleaseng.htm,1,10-K,2024-02-14,0001500217-24-000008,aat-20231231.htm,1,1,True,True,True,,ready,1.86
2024Q1,ABG,1144980,ok,1,2024-02-08,0001144980-24-000014,abg-20240208.htm,a2023q4ex991.htm,1,10-K,2024-02-29,0001144980-24-000076,abg-20231231.htm,1,1,True,True,True,,ready,2.94
2024Q1,ABM,771497,ok,1,2024-03-07,0000950170-24-027580,abm-20240307.htm,abm-ex99_1.htm,1,10-Q,2024-03-07,0000771497-24-000008,abm-20240131.htm,1,1,True,True,True,,ready,2.01
2024Q1,ABNB,1559720,ok,1,2024-02-13,0001193125-24-033706,d646462d8k.htm,d646462dex991.htm,1,10-K,2024-02-16,0001559720-24-000006,abnb-20231231.htm,1,1,True,True,True,,ready,1.95
2024Q1,ACA,1739445,ok,1,2024-02-22,0001739445-24-000009,aca-20240222.htm,exh991earningsrelease12312.htm,1,10-K,2024-02-23,0001739445-24-000012,aca-20231231.htm,1,1,True,True,True,,ready,2.05
2024Q1,ACAD,1070494,ok,1,2024-02-27,0000950170-24-021169,acad-20240227.htm,acad-ex99_1.htm,1,10-K,2024-02-28,0000950170-24-021473,acad-20231231.htm,1,1,True,True,True,,ready,2.23
2024Q1,ACCO,712034,ok,2,2024-02-22;2024-03-15,0000950170-24-018799;0000950170-24-032061,acco-20240222.htm;acco-20240315.htm,acco-ex99_1.htm;acco-ex99_1.htm,2,10-K,2024-02-23,0000950170-24-019211,acco-20231231.htm,2,1,True,True,True,earnings_exhibit:exhibit_not_earnings_like,ready,4.03
2024Q1,ACDC,0001881487,ok,1,2024-03-13,0001104659-24-033661,tm248499d1_8k.htm,tm248499d1_ex99-1.htm,1,10-K,2024-03-15,0000950170-24-032170,acdc-20231231.htm,1,1,True,True,True,,ready,2.19
2024Q1,ACGL,947484,ok,1,2024-02-14,0000947484-24-000007,acgl-20240214.htm,ex-991release123123.htm;ex-992supplement123123.htm,2,10-K,2024-02-23,0000947484-24-000020,acgl-20231231.htm,1,2,True,True,True,,ready,4.22
2024Q1,ACH,75252,ok,1,2024-02-20,0001558370-24-001321,tmb-20240220x8k.htm,tmb-20240220xex99d1.htm;tmb-20240220xex99d2.htm,2,10-K,2024-02-20,0001558370-24-001369,tmb-20231231x10k.htm,1,2,True,True,True,,ready,2.93
2024Q1,ACIW,935036,ok,1,2024-02-29,0000935036-24-000005,aciw-20240223.htm,aciw-20240229ex991.htm;aciw-20240229ex993.htm;aciw-20240229_ex992.htm,3,10-K,2024-02-29,0000935036-24-000007,aciw-20231231.htm,1,2,True,True,True,earnings_exhibit:exhibit_not_earnings_like,ready,3.19
2024Q1,ACLS,1113232,ok,1,2024-02-07,0001104659-24-011628,tm245218d1_8k.htm,tm245218d1_ex99-1.htm,1,10-K,2024-02-23,0001558370-24-001628,acls-20231231x10k.htm,1,1,True,True,True,,ready,2.17
2024Q1,ACT,1823529,ok,1,2024-02-06,0001823529-24-000005,act-20240206.htm,a4q23earningsrelease.htm,1,10-K,2024-02-29,0001823529-24-000036,act-20231231.htm,1,1,True,True,True,,ready,1.91
2024Q1,ACVA,1637873,ok,1,2024-02-21,0000950170-24-017935,acva-20240221.htm,acva-ex99_1.htm,1,10-K,2024-02-21,0000950170-24-018066,acva-20231231.htm,1,1,True,True,True,,ready,2.39
2024Q1,ADBE,796343,ok,1,2024-03-14,0000796343-24-000057,adbe-20240314.htm,adbeex991q124.htm;adbeex992q124.htm,2,10-Q,2024-03-27,0000796343-24-000065,adbe-20240301.htm,1,2,True,True,True,,ready,2.09
2024Q1,ADEA,1803696,ok,1,2024-02-20,0000950170-24-017096,adea-20240220.htm,adea-ex99_1.htm,1,10-K,2024-02-23,0000950170-24-019362,adea-20231231.htm,1,1,True,True,True,,ready,2.29
2024Q1,ADI,6281,ok,1,2024-02-21,0000006281-24-000032,adi-20240220.htm,adi1q24ex992dividendpressr.htm;adi1q24exhibit991earnings.htm,2,10-Q,2024-02-21,0000006281-24-000034,adi-20240203.htm,1,2,True,True,True,,ready,2.29
2024Q1,ADNT,1670541,ok,2,2024-01-22;2024-02-07,0001670541-24-000015;0001670541-24-000028,adnt-20240122.htm;adnt-20240207.htm,a01222024exhibit991.htm;a02072024adientform8-kex991.htm,2,10-Q,2024-02-07,0001670541-24-000030,adnt-20231231.htm,2,2,True,True,True,,ready,3.22
2024Q1,ADSK,769397,ok,1,2024-02-29,0000769397-24-000019,adsk-20240229.htm,q424pressrelease.htm,1,10-Q,2023-12-04,0000769397-23-000193,adsk-20231031.htm,1,1,True,True,True,,ready,1.57
2024Q1,ADTN,926282,ok,2,2024-02-27;2024-03-15,0000950170-24-020613;0000950170-24-031864,adtn-20240226.htm;adtn-20240315.htm,adtn-ex99_1.htm;adtn-ex99_2.htm;adtn-ex99_1.htm;adtn-ex99_2.htm;adtn-ex99_3.htm,5,10-K,2024-03-15,0000950170-24-032089,adtn-20231231.htm,2,5,True,True,True,,ready,5.29
2024Q1,ADUS,1468328,ok,1,2024-02-26,0001193125-24-046224,d751535d8k.htm,d751535dex991.htm,1,10-K,2024-02-27,0000950170-24-021284,adus-20231231.htm,1,1,True,True,True,,ready,2.10
2024Q1,ADV,1776661,ok,1,2024-02-29,0000950170-24-022633,adv-20240229.htm,adv-ex99_1.htm;adv-ex99_2.htm,2,10-K,2024-03-01,0000950170-24-023841,adv-20231231.htm,1,2,True,True,True,,ready,3.08
2024Q1,AEE,1002910,ok,1,2024-02-22,0001002910-24-000053,aee-20240222.htm,q42023ex991earningsrelease.htm;q42023ex992earningsrelease.htm,2,10-K,2024-02-29,0001002910-24-000056,aee-20231231.htm,1,2,True,True,True,,ready,3.50
2024Q1,AEIS,927003,ok,1,2024-02-06,0001558370-24-000810,aeis-20240206x8k.htm,aeis-20240206xex99d1.htm,1,10-K,2024-02-20,0000927003-24-000003,aeis-20231231x10k.htm,1,1,True,True,True,,ready,2.13
2024Q1,AEO,919012,ok,1,2024-03-07,0000950170-24-027615,aeo-20240307.htm,aeo-ex99_1.htm;aeo-ex99_2.htm,2,10-K,2024-03-15,0000950170-24-032294,aeo-20240203.htm,1,2,True,True,True,,ready,3.01
2024Q1,AEP,4904,ok,1,2024-02-26,0000004904-24-000019,aep-20240226.htm,a4q20238kpressreleaseex991.htm,1,10-K,2024-02-26,0000004904-24-000020,aep-20231231.htm,1,1,True,True,True,,ready,4.97
2024Q1,AES,874761,ok,1,2024-02-26,0000874761-24-000013,aes-20240226.htm,q42023earningsreleaseexs.htm,1,10-K,2024-02-26,0000874761-24-000011,aes-20231231.htm,1,1,True,True,True,,ready,3.28
2024Q1,AESI,0001984060,ok,1,2024-02-27,0000950170-24-020605,aesi-20240227.htm,aesi-ex99_1.htm,1,10-K,2024-02-27,0000950170-24-021342,aesi-20231231.htm,1,1,True,True,True,,ready,2.13
2024Q1,AFL,4977,ok,1,2024-01-31,0000004977-24-000006,afl-20240131.htm,aflex991-q42023.htm;aflex993teleconferencespee.htm;aflex994q42023.htm,3,10-K,2024-02-22,0000004977-24-000053,afl-20231231.htm,1,3,True,True,True,,ready,4.36
2024Q1,AFRM,1820953,ok,1,2024-02-08,0001820953-24-000005,afrm-20240208.htm,afrm-q224shareholderlett.htm,1,10-Q,2024-02-08,0001820953-24-000006,afrm-20231231.htm,1,1,True,True,True,,ready,1.99
2024Q1,AGX,100591,ok,0,,,,,0,10-Q,2023-12-06,0001558370-23-019517,agx-20231031x10q.htm,0,0,True,False,True,,missing_8k_item_202;earnings_docs_not_ready,0.48
2024Q1,AGYS,78749,ok,1,2024-01-22,0000950170-24-006056,agys-20240122.htm,agys-ex99_1.htm,1,10-Q,2024-01-25,0000950170-24-007518,agys-20231231.htm,1,1,True,True,True,,ready,2.20
2024Q1,AHCO,1725255,ok,1,2024-02-27,0001628280-24-007032,ahco-20240227.htm,ahco-20240227x8k_ex991.htm,1,10-K,2024-02-27,0001628280-24-007254,ahco-20231231.htm,1,1,True,True,True,,ready,2.24
2024Q1,AHR,1632970,ok,1,2024-03-21,0001632970-24-000036,ahr-20240321.htm,exhibit991earningsreleas.htm;exhibit992supplemental.htm,2,10-K,2024-03-22,0001632970-24-000039,ahr-20231231.htm,1,2,True,True,True,,ready,2.91
2024Q1,AHRT,1569187,ok,1,2024-02-22,0001569187-24-000009,ahh-20240222.htm,ex992_q42023supplemental.htm;ex993_2024guidancedeck.htm;q4_2023ex991earningsrelease.htm,3,10-K,2024-02-29,0001569187-24-000012,ahh-20231231.htm,1,3,True,True,True,,ready,3.31
2024Q1,AI,1577526,ok,1,2024-02-28,0001628280-24-007584,ai-20240228.htm,ex991-fy24xq3earnings.htm,1,10-Q,2024-02-29,0001628280-24-007744,ai-20240131.htm,1,1,True,True,True,,ready,2.07
2024Q1,AIOT,1774170,ok,1,2024-03-12,0001493152-24-009629,form8-k.htm,ex99-1.htm,1,10-Q,2023-11-13,0001493152-23-040345,form10-q.htm,1,1,True,True,True,,ready,1.24
2024Q1,AJG,354190,ok,1,2024-01-25,0001193125-24-015499,d721955d8k.htm,d721955dex991.htm,1,10-K,2024-02-09,0000950170-24-013370,ajg-20231231.htm,1,1,True,True,True,,ready,3.51
2024Q1,AKAM,1086222,ok,1,2024-02-13,0001086222-24-000013,akam-20240213.htm,exhibit991-q42023.htm,1,10-K,2024-02-28,0001086222-24-000040,akam-20231231.htm,1,1,True,True,True,,ready,2.25
2024Q1,ALB,915913,ok,1,2024-02-14,0000915913-24-000014,alb-20240214.htm,a4q23earningsreleaseex991.htm,1,10-K,2024-02-15,0000915913-24-000016,alb-20231231.htm,1,1,True,True,True,,ready,2.17
2024Q1,ALG,897077,ok,1,2024-02-22,0000897077-24-000010,alg-20240222.htm,ex991q42023.htm,1,10-K,2024-02-22,0000897077-24-000009,alg-20231231.htm,1,1,True,True,True,,ready,2.20
2024Q1,ALGM,866291,ok,1,2024-02-01,0000950170-24-009608,algm-20240201.htm,algm-ex99_1.htm,1,10-Q,2024-02-06,0000950170-24-011712,algm-20231229.htm,1,1,True,True,True,,ready,2.59
2024Q1,ALGN,1097149,ok,1,2024-01-31,0001097149-24-000007,algn-20240131.htm,algn-q423earningspressrele.htm,1,10-K,2024-02-28,0001097149-24-000011,algn-20231231.htm,1,1,True,True,True,,ready,2.28
2024Q1,ALGT,1362468,ok,1,2024-02-05,0001362468-24-000004,algt-20240130.htm,a2023q48-kex991.htm,1,10-K,2024-02-29,0001362468-24-000007,algt-20231231.htm,1,1,True,True,True,,ready,1.96
2024Q1,ALKS,1520262,ok,1,2024-02-15,0000950170-24-015597,alks-20240215.htm,alks-ex99_1.htm;alks-ex99_2.htm,2,10-K,2024-02-21,0000950170-24-017883,alks-20231231.htm,1,2,True,True,True,,ready,2.96
2024Q1,ALLE,1579241,ok,1,2024-02-20,0001579241-24-000004,alle-20240220.htm,exhibit991-pressreleasedat.htm,1,10-K,2024-02-20,0001579241-24-000006,alle-20231231.htm,1,1,True,True,True,,ready,2.06
2024Q1,ALRM,1459200,ok,1,2024-02-22,0001459200-24-000006,alrm-20240222.htm,ex991earningsreleasedecemb.htm,1,10-K,2024-02-22,0001459200-24-000008,alrm-20231231.htm,1,1,True,True,True,,ready,2.28
2024Q1,ALTG,1759824,ok,1,2024-03-14,0000950170-24-031598,altg-20240314.htm,altg-ex99_1.htm,1,10-K,2024-03-14,0000950170-24-031600,altg-20231231.htm,1,1,True,True,True,,ready,2.56
2024Q1,AMC,1411579,ok,1,2024-02-28,0001411579-24-000019,amc-20240228x8k.htm,amc-20240228xex99d1.htm,1,10-K,2024-02-28,0001411579-24-000021,amc-20231231x10k.htm,1,1,True,True,True,,ready,2.72
2024Q1,AMCX,1514991,ok,1,2024-02-09,0001514991-24-000004,amcx-20240209.htm,amcx-2924xex991.htm,1,10-K,2024-02-09,0001514991-24-000007,amcx-20231231.htm,1,1,True,True,True,,ready,2.10
2024Q1,AMD,2488,ok,1,2024-01-30,0000002488-24-000009,amd-20240130.htm,amdq423earningsslides.htm,1,10-K,2024-01-31,0000002488-24-000012,amd-20231230.htm,1,1,True,True,True,,ready,1.81
2024Q1,AME,1037868,ok,1,2024-02-06,0001037868-24-000004,ame-20240206.htm,ametek8kexhibit9912-6x24.htm,1,10-K,2024-02-22,0001037868-24-000009,ame-20231231.htm,1,1,True,True,True,,ready,1.97
2024Q1,AMGN,318154,ok,1,2024-02-06,0000318154-24-000004,amgn-202312318xk.htm,amgn-20231231earningsrelea.htm,1,10-K,2024-02-14,0000318154-24-000011,amgn-20231231.htm,1,1,True,True,True,,ready,2.40
2024Q1,AMKR,1047127,ok,1,2024-02-05,0001047127-24-000006,amkr-20240205.htm,,0,10-K,2024-02-16,0001047127-24-000019,amkr-20231231.htm,1,0,True,False,True,,missing_earnings_exhibit_doc;earnings_docs_not_ready,1.86
