quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons,elapsed_seconds
2025Q2,A,1090872,ok,1,2025-05-28,0001090872-25-000013,a-20250528.htm,exhibit991-q225pressrelease.htm,1,10-Q,2025-06-02,0001090872-25-000021,a-20250430.htm,1,1,True,True,True,,ready,2.24
2025Q2,AAP,1158449,ok,0,,,,,0,10-Q,2025-05-22,0001158449-25-000189,aap-20250419.htm,0,0,True,False,True,,missing_8k_item_202;earnings_docs_not_ready,1.31
2025Q2,AAT,1500217,ok,1,2025-04-29,0001500217-25-000029,aat-20250429.htm,a1q25earningsreleaseng.htm,1,10-Q,2025-05-02,0001500217-25-000032,aat-20250331.htm,1,1,True,True,True,,ready,2.27
2025Q2,ABG,1144980,ok,2,2025-04-29;2025-04-30,0001144980-25-000097;0001144980-25-000099,abg-20250429.htm;abg-20250429.htm,a2025q1ex991.htm;ex991abgearningstranscript.htm,2,10-Q,2025-04-30,0001144980-25-000103,abg-20250331.htm,2,2,True,True,True,,ready,14.43
2025Q2,ABM,771497,ok,1,2025-06-06,0000950170-25-082687,abm-20250606.htm,abm-ex99_1.htm,1,10-Q,2025-06-06,0000771497-25-000014,abm-20250430.htm,1,1,True,True,True,,ready,2.51
2025Q2,ABNB,1559720,ok,1,2025-05-01,0001193125-25-109934,d40594d8k.htm,d40594dex991.htm,1,10-Q,2025-05-01,0001559720-25-000017,abnb-20250331.htm,1,1,True,True,True,,ready,1.98
2025Q2,ACA,1739445,ok,1,2025-05-06,0001739445-25-000065,aca-20250506.htm,exh991earningsrelease03312.htm,1,10-Q,2025-05-07,0001739445-25-000067,aca-20250331.htm,1,1,True,True,True,,ready,19.29
2025Q2,ACAD,1070494,ok,1,2025-05-07,0000950170-25-065672,acad-20250507.htm,acad-ex99_1.htm,1,10-Q,2025-05-08,0000950170-25-066231,acad-20250331.htm,1,1,True,True,True,,ready,11.16
2025Q2,ACCO,712034,ok,1,2025-05-01,0000950170-25-061863,acco-20250501.htm,acco-ex99_1.htm,1,10-Q,2025-05-02,0000950170-25-062490,acco-20250331.htm,1,1,True,True,True,,ready,2.94
2025Q2,ACDC,0001881487,ok,1,2025-05-07,0001104659-25-045299,tm2514083d1_8k.htm,tm2514083d1_ex99-1.htm,1,10-Q,2025-05-07,0000950170-25-065625,acdc-20250331.htm,1,1,True,True,True,,ready,2.31
2025Q2,ACGL,947484,ok,1,2025-04-29,0000947484-25-000041,acgl-20250429.htm,ex-991release33125.htm;ex-992supplement33125.htm,2,10-Q,2025-05-07,0000947484-25-000047,acgl-20250331.htm,1,2,True,True,True,,ready,3.44
2025Q2,ACH,75252,ok,1,2025-05-08,0001558370-25-006844,omi-20250508x8k.htm,omi-20250508xex99d1.htm;omi-20250508xex99d2.htm,2,10-Q,2025-05-08,0001558370-25-006964,omi-20250331x10q.htm,1,2,True,True,True,,ready,5.96
2025Q2,ACIW,935036,ok,1,2025-05-08,0000935036-25-000011,aciw-20250508.htm,aciw-20250508ex_991.htm;aciw-20250508_ex992.htm,2,10-Q,2025-05-08,0000935036-25-000013,aciw-20250331.htm,1,2,True,True,True,,ready,2.53
2025Q2,ACLS,1113232,ok,1,2025-05-06,0001104659-25-044808,tm2513922d1_8k.htm,tm2513922d1_ex99-1.htm,1,10-Q,2025-05-06,0001558370-25-006534,acls-20250331x10q.htm,1,1,True,True,True,,ready,2.28
2025Q2,ACT,1823529,ok,1,2025-04-30,0001823529-25-000121,act-20250430.htm,a1q25earningsrelease.htm,1,10-Q,2025-05-02,0001823529-25-000124,act-20250331.htm,1,1,True,True,True,,ready,2.02
2025Q2,ACVA,1637873,ok,1,2025-05-07,0001628280-25-023201,acva-20250507.htm,q1-25earningspressrelease.htm,1,10-Q,2025-05-07,0001628280-25-023260,acva-20250331.htm,1,1,True,True,True,,ready,5.40
2025Q2,ADBE,796343,ok,1,2025-06-12,0000796343-25-000064,adbe-20250612.htm,adbeex991q225.htm,1,10-Q,2025-06-25,0000796343-25-000073,adbe-20250530.htm,1,1,True,True,True,,ready,8.31
2025Q2,ADEA,1803696,ok,1,2025-05-05,0000950170-25-063524,adea-20250505.htm,adea-ex99_1.htm,1,10-Q,2025-05-06,0000950170-25-064434,adea-20250331.htm,1,1,True,True,True,,ready,2.20
2025Q2,ADI,6281,ok,1,2025-05-22,0000006281-25-000124,adi-20250522.htm,adi2q25exhibit991earnings.htm,1,10-Q,2025-05-22,0000006281-25-000125,adi-20250503.htm,1,1,True,True,True,,ready,2.75
2025Q2,ADNT,1670541,ok,1,2025-05-07,0001670541-25-000054,adnt-20250507.htm,a05072025adientform8-kex991.htm,1,10-Q,2025-05-07,0001670541-25-000056,adnt-20250331.htm,1,1,True,True,True,,ready,2.47
2025Q2,ADSK,769397,ticker_error:IncompleteRead,0,,,,,0,,,,,0,0,False,False,False,ticker_error:IncompleteRead,ticker_error:IncompleteRead,5.67
2025Q2,ADTN,926282,ok,2,2025-05-08;2025-05-28,0000950170-25-066343;0000950170-25-077995,adtn-20250507.htm;adtn-20250527.htm,adtn-ex99_1.htm;adtn-ex99_2.htm;adtn-ex99_1.htm;adtn-ex99_2.htm,4,10-Q,2025-05-20,0000950170-25-075374,adtn-20250331.htm,2,4,True,True,True,,ready,5.07
2025Q2,ADUS,1468328,ok,1,2025-05-05,0001193125-25-112849,d16645d8k.htm,d16645dex991.htm,1,10-Q,2025-05-06,0000950170-25-064522,adus-20250331.htm,1,1,True,True,True,,ready,2.37
2025Q2,ADV,1776661,ok,1,2025-05-12,0000950170-25-068542,adv-20250512.htm,adv-ex99_1.htm;adv-ex99_2.htm,2,10-Q,2025-05-12,0000950170-25-069287,adv-20250331.htm,1,2,True,True,True,,ready,2.67
